#eta,etabin,lut,func
-26,6,36,37.2929
-31,7,65,66.9562
-4,0,29,29.1351
6,1,1116,1064.83
16,3,682,671.545
12,2,70,71.333
17,4,35,35.3637
-9,2,327,327.584
-1,0,55,56.1891
-20,4,27,27.0428
17,4,35,35.3637
6,1,1116,1064.83
12,2,70,71.333
16,3,682,671.545
-1,0,55,56.1891
-9,2,327,327.584
-20,4,27,27.0428
2,0,47,47.8648
13,3,36,37.0622
-24,5,110,111.062
-36,9,80,80.9227
-3,0,79,81.162
-24,5,40,40.9248
13,3,36,37.0622
2,0,47,47.8648
-3,0,79,81.162
-36,9,80,80.9227
-24,5,110,111.062
-24,5,40,40.9248
4,0,27,27.054
-20,4,1215,1149.32
-10,2,821,789.942
-5,1,322,321.857
4,0,27,27.054
-5,1,322,321.857
-10,2,821,789.942
-20,4,1215,1149.32
4,0,29,29.1351
-20,4,94,95.7897
-25,6,72,72.81
-31,7,41,42.738
4,0,29,29.1351
-25,6,72,72.81
-31,7,41,42.738
-20,4,94,95.7897
5,1,731,711.88
17,4,37,37.4439
-6,1,733,714.114
5,1,731,711.88
17,4,37,37.4439
-6,1,733,714.114
20,4,47,47.8449
6,1,16,16.3904
-4,0,304,305.912
-8,1,241,242.385
-24,5,105,106.107
-14,3,94,96.7735
6,1,16,16.3904
20,4,47,47.8449
-14,3,94,96.7735
-4,0,304,305.912
-8,1,241,242.385
-24,5,105,106.107
2,0,119,119.824
24,5,66,67.5259
2,0,21,20.8108
-29,7,27,28.492
-17,4,19,18.7219
2,0,21,20.8108
2,0,119,119.824
24,5,66,67.5259
-17,4,19,18.7219
-29,7,27,28.492
23,5,600,600.611
36,9,98,98.7531
3,0,39,39.5405
24,5,24,24.5549
10,2,4,4.07617
-22,5,717,705.378
-19,4,126,127.692
-31,7,91,92.599
-8,1,113,114.434
-9,2,34,34.6475
10,2,4,4.07617
3,0,39,39.5405
23,5,600,600.611
36,9,98,98.7531
24,5,24,24.5549
-9,2,34,34.6475
-22,5,717,705.378
-31,7,91,92.599
-19,4,126,127.692
-8,1,113,114.434
22,5,320,320.561
31,7,85,86.9006
15,3,104,105.056
29,7,64,65.5316
15,3,24,24.7081
14,3,18,18.5311
-4,0,1475,1429.72
-4,0,1294,1250.57
-18,4,97,98.3082
-24,5,64,65.4797
-14,3,32,32.9442
-13,3,20,20.5901
29,7,64,65.5316
14,3,18,18.5311
22,5,320,320.561
31,7,85,86.9006
15,3,104,105.056
15,3,24,24.7081
-13,3,20,20.5901
-14,3,32,32.9442
-18,4,97,98.3082
-4,0,1294,1250.57
-4,0,1475,1429.72
-24,5,64,65.4797
3,0,530,530.101
5,1,506,505.94
-4,0,203,204.818
-23,5,34,34.7861
-13,3,20,20.5901
5,1,506,505.94
3,0,530,530.101
-13,3,20,20.5901
-23,5,34,34.7861
-4,0,203,204.818
2,0,55,56.1891
-26,6,1151,1126.75
-8,1,984,940.601
-1,0,131,132.194
2,0,55,56.1891
-1,0,131,132.194
-26,6,1151,1126.75
-8,1,984,940.601
2,0,580,580.846
-11,2,561,560.45
-29,7,21,22.7936
2,0,580,580.846
-29,7,21,22.7936
-11,2,561,560.45
-9,2,549,548.397
-21,5,477,476.288
-19,4,123,124.325
-4,0,55,56.1891
-9,2,549,548.397
-21,5,477,476.288
-19,4,123,124.325
-4,0,55,56.1891
34,8,50,50.7481
16,3,40,41.1802
8,1,22,22.5368
10,2,18,18.3428
-28,6,84,85.241
-1,0,77,79.0809
-10,2,16,16.3047
34,8,50,50.7481
10,2,18,18.3428
8,1,22,22.5368
16,3,40,41.1802
-1,0,77,79.0809
-10,2,16,16.3047
-28,6,84,85.241
13,3,16,16.4721
-8,1,74,75.8056
-28,6,55,56.8273
-20,4,17,16.6417
13,3,16,16.4721
-8,1,74,75.8056
-20,4,17,16.6417
-28,6,55,56.8273
5,1,1473,1411.33
14,3,1338,1269.23
29,7,184,185.198
5,1,44,45.0736
-6,1,48,49.1712
-17,4,21,20.8022
5,1,44,45.0736
5,1,1473,1411.33
29,7,184,185.198
14,3,1338,1269.23
-17,4,21,20.8022
-6,1,48,49.1712
34,8,129,130.299
15,3,78,80.3015
7,1,12,12.2928
-25,6,133,134.149
34,8,129,130.299
7,1,12,12.2928
15,3,78,80.3015
-25,6,133,134.149
14,3,1097,1040.91
7,1,135,135.133
-7,1,884,848.979
-3,0,186,187.381
14,3,1097,1040.91
7,1,135,135.133
-3,0,186,187.381
-7,1,884,848.979
15,3,6,6.17703
-3,0,25,24.9729
15,3,6,6.17703
-3,0,25,24.9729
1,0,186,187.381
9,2,163,163.938
-33,8,235,245.031
-23,5,189,189.84
-13,3,12,12.3541
1,0,186,187.381
9,2,163,163.938
-13,3,12,12.3541
-23,5,189,189.84
-33,8,235,245.031
4,0,693,681.749
19,4,184,184.562
10,2,152,153.136
24,5,96,97.2455
-1,0,2419,2420.42
-9,2,1779,1712.76
-4,0,218,219.072
10,2,152,153.136
19,4,184,184.562
4,0,693,681.749
24,5,96,97.2455
-1,0,2419,2420.42
-9,2,1779,1712.76
-4,0,218,219.072
13,3,32,32.9442
-12,2,70,71.333
-16,3,54,55.5933
-13,3,38,39.1212
-8,1,16,16.3904
13,3,32,32.9442
-13,3,38,39.1212
-8,1,16,16.3904
-12,2,70,71.333
-16,3,54,55.5933
12,2,375,375.356
21,5,196,197.446
1,0,45,45.7837
-14,3,307,308.505
-3,0,47,47.8648
1,0,45,45.7837
21,5,196,197.446
12,2,375,375.356
-14,3,307,308.505
-3,0,47,47.8648
12,2,171,172.481
34,8,118,119.327
31,7,105,106.845
19,4,113,113.997
28,6,50,51.4998
28,6,36,37.2929
-3,0,861,835.659
-2,0,703,691.515
-13,3,365,366.558
-34,8,55,56.2344
-2,0,75,76.9998
-28,6,39,40.8446
5,1,22,22.5368
34,8,118,119.327
6,1,36,36.8784
31,7,105,106.845
19,4,113,113.997
12,2,171,172.481
28,6,36,37.2929
28,6,50,51.4998
-13,3,365,366.558
-34,8,55,56.2344
-2,0,75,76.9998
-2,0,703,691.515
-3,0,861,835.659
-19,4,21,20.8022
-12,2,44,44.8379
-28,6,39,40.8446
28,6,99,100.921
26,6,79,79.9134
-12,2,1739,1672.23
-1,0,1238,1195.2
-17,4,376,376.379
-24,5,145,146.47
26,6,79,79.9134
28,6,99,100.921
-1,0,1238,1195.2
-17,4,376,376.379
-12,2,1739,1672.23
-24,5,145,146.47
26,6,554,554.405
5,1,482,481.57
-33,8,67,71.23
-2,0,27,27.054
-16,3,20,20.5901
5,1,482,481.57
26,6,554,554.405
-2,0,27,27.054
-16,3,20,20.5901
-33,8,67,71.23
28,6,197,198.973
28,6,103,104.72
31,7,54,55.5594
-3,0,23,22.8918
-14,3,20,20.5901
-12,2,14,14.2666
-13,3,14,14.4131
31,7,54,55.5594
28,6,103,104.72
28,6,197,198.973
-13,3,14,14.4131
-14,3,20,20.5901
-3,0,23,22.8918
-12,2,14,14.2666
12,2,802,773.692
18,4,31,31.2032
11,2,14,14.2666
4,0,11,10.4054
-2,0,708,695.861
-34,8,134,134.414
-16,3,121,122.473
-28,6,93,94.5118
-11,2,76,77.4473
-5,1,50,51.22
18,4,31,31.2032
11,2,14,14.2666
4,0,11,10.4054
12,2,802,773.692
-5,1,50,51.22
-34,8,134,134.414
-2,0,708,695.861
-11,2,76,77.4473
-11,2,36,36.6856
-19,4,41,41.6043
-16,3,121,122.473
-28,6,93,94.5118
18,4,113,113.997
1,0,106,106.996
28,6,37,39.0688
-3,0,82,83.2431
-28,6,32,33.7412
-14,3,30,30.8852
-10,2,16,16.3047
1,0,106,106.996
18,4,113,113.997
28,6,37,39.0688
-10,2,16,16.3047
-14,3,30,30.8852
-3,0,82,83.2431
-28,6,32,33.7412
1,0,1336,1292.04
29,7,75,76.9284
28,6,58,60.379
15,3,54,55.5933
16,3,30,30.8852
19,4,21,20.8022
-11,2,1398,1329.72
-28,6,79,79.9134
1,0,1336,1292.04
29,7,75,76.9284
15,3,54,55.5933
19,4,21,20.8022
16,3,30,30.8852
28,6,58,60.379
-11,2,1398,1329.72
-28,6,79,79.9134
7,1,692,677.406
7,1,480,479.458
6,1,229,230.123
28,6,21,23.0861
-1,0,47,47.8648
-5,1,4,4.0976
6,1,229,230.123
7,1,692,677.406
7,1,480,479.458
28,6,21,23.0861
-1,0,47,47.8648
-5,1,4,4.0976
24,5,186,186.568
29,7,31,32.7658
2,0,25,24.9729
1,0,19,18.7297
16,3,14,14.4131
-20,4,92,93.2371
-4,0,25,24.9729
1,0,19,18.7297
29,7,31,32.7658
2,0,25,24.9729
16,3,14,14.4131
24,5,186,186.568
-4,0,25,24.9729
-20,4,92,93.2371
32,7,143,143.885
4,0,140,142.065
5,1,30,30.732
-15,3,245,246.581
-1,0,73,74.9188
-7,1,48,49.1712
-8,1,36,36.8784
-11,2,20,20.3809
-7,1,16,16.3904
5,1,30,30.732
32,7,143,143.885
4,0,140,142.065
-1,0,73,74.9188
-7,1,16,16.3904
-7,1,48,49.1712
-11,2,20,20.3809
-15,3,245,246.581
-8,1,36,36.8784
2,0,73,74.9188
-5,1,397,396.877
-20,4,312,312.95
-13,3,66,67.9474
-8,1,50,51.22
-14,3,36,37.0622
-8,1,18,18.4392
2,0,73,74.9188
-5,1,397,396.877
-13,3,66,67.9474
-14,3,36,37.0622
-8,1,18,18.4392
-8,1,50,51.22
-20,4,312,312.95
15,3,710,695.064
2,0,41,41.6215
18,4,41,41.6043
-15,3,737,718.722
-7,1,87,88.0984
-2,0,73,74.9188
-7,1,46,47.1224
-25,6,30,31.9654
-7,1,30,30.732
2,0,41,41.6215
18,4,41,41.6043
15,3,710,695.064
-5,1,26,26.6344
-25,6,30,31.9654
-2,0,73,74.9188
-7,1,87,88.0984
-7,1,30,30.732
-7,1,46,47.1224
-15,3,737,718.722
5,1,329,329.009
25,6,37,39.0688
4,0,19,18.7297
12,2,14,14.2666
-9,2,238,239.112
5,1,329,329.009
25,6,37,39.0688
4,0,19,18.7297
12,2,14,14.2666
-9,2,238,239.112
27,6,702,697.13
5,1,591,589.698
31,7,88,89.7498
29,7,48,49.861
29,7,44,45.5872
4,0,35,35.3783
-14,3,52,53.5343
-11,2,42,42.7998
5,1,591,589.698
29,7,48,49.861
29,7,44,45.5872
31,7,88,89.7498
27,6,702,697.13
4,0,35,35.3783
-14,3,52,53.5343
-11,2,42,42.7998
28,6,728,721.445
8,1,532,531.528
35,8,111,112.469
28,6,93,94.5118
28,6,89,90.6142
22,5,42,42.971
-4,0,157,159.21
-15,3,141,141.396
-28,6,60,62.1549
-20,4,57,58.246
-4,0,47,47.8648
-6,1,38,38.9272
22,5,42,42.971
35,8,111,112.469
8,1,532,531.528
28,6,728,721.445
28,6,93,94.5118
28,6,89,90.6142
-6,1,38,38.9272
-31,7,24,25.6428
-15,3,141,141.396
-4,0,157,159.21
-4,0,47,47.8648
-20,4,57,58.246
-28,6,60,62.1549
8,1,252,252.583
26,6,44,46.1722
9,2,20,20.3809
-25,6,320,321.572
-7,1,50,51.22
-3,0,39,39.5405
9,2,20,20.3809
26,6,44,46.1722
8,1,252,252.583
-25,6,320,321.572
-3,0,39,39.5405
-7,1,50,51.22
8,1,1469,1407.56
2,0,945,914.161
28,6,123,124.502
8,1,123,123.775
4,0,49,49.9458
15,3,16,16.4721
-19,4,39,39.5241
2,0,945,914.161
15,3,16,16.4721
4,0,49,49.9458
8,1,1469,1407.56
8,1,123,123.775
28,6,123,124.502
-19,4,39,39.5241
8,1,42,43.0248
7,1,28,28.6832
17,4,29,29.123
-13,3,104,105.056
-3,0,96,97.267
17,4,29,29.123
7,1,28,28.6832
8,1,42,43.0248
-13,3,104,105.056
-3,0,96,97.267
18,4,71,72.8075
-24,5,143,144.182
-15,3,139,139.074
-9,2,28,28.5332
18,4,71,72.8075
-9,2,28,28.5332
-15,3,139,139.074
-24,5,143,144.182
7,1,561,561.586
20,4,487,486.922
7,1,561,561.586
20,4,487,486.922
7,1,732,712.997
26,6,43,44.3963
1,0,23,22.8918
-1,0,1120,1081
-1,0,178,180.145
-3,0,155,157.09
-3,0,113,114.06
-17,4,47,47.8449
-14,3,32,32.9442
1,0,23,22.8918
26,6,43,44.3963
7,1,732,712.997
-1,0,1120,1081
-1,0,178,180.145
-17,4,47,47.8449
-14,3,32,32.9442
-3,0,155,157.09
-3,0,113,114.06
1,0,311,312.981
3,0,126,127.74
-6,1,1077,1027.87
-9,2,789,762.123
-31,7,147,148.158
-2,0,147,148.547
-36,9,40,41.1471
-1,0,23,22.8918
1,0,311,312.981
3,0,126,127.74
-1,0,23,22.8918
-9,2,789,762.123
-2,0,147,148.547
-6,1,1077,1027.87
-31,7,147,148.158
-36,9,40,41.1471
11,2,304,304.89
-25,6,247,248.085
-6,1,173,173.104
-3,0,31,31.2162
11,2,304,304.89
-25,6,247,248.085
-6,1,173,173.104
-3,0,31,31.2162
2,0,252,252.458
28,6,170,171.638
2,0,252,252.458
28,6,170,171.638
5,1,28,28.6832
-4,0,910,881.518
-1,0,813,791.255
-26,6,538,538.031
-25,6,50,51.4998
-20,4,31,31.2032
5,1,28,28.6832
-1,0,813,791.255
-25,6,50,51.4998
-26,6,538,538.031
-4,0,910,881.518
-20,4,31,31.2032
-31,7,398,398.888
-26,6,248,249.19
-25,6,64,65.7066
-5,1,56,57.3664
-3,0,25,24.9729
-21,5,20,20.4624
-5,1,56,57.3664
-21,5,20,20.4624
-25,6,64,65.7066
-26,6,248,249.19
-31,7,398,398.888
-3,0,25,24.9729
25,6,110,110.983
-23,5,428,428.314
-5,1,282,283.127
-14,3,285,286.067
-21,5,183,184.382
-28,6,55,56.8273
25,6,110,110.983
-5,1,282,283.127
-21,5,183,184.382
-14,3,285,286.067
-23,5,428,428.314
-28,6,55,56.8273
34,8,176,176.933
18,4,97,98.3082
-16,3,44,45.2983
34,8,176,176.933
18,4,97,98.3082
-16,3,44,45.2983
6,1,135,135.133
27,6,123,124.502
24,5,98,98.5279
1,0,75,76.9998
28,6,44,46.1722
10,2,30,30.5713
-20,4,43,43.6845
-1,0,27,27.054
1,0,75,76.9998
6,1,135,135.133
10,2,30,30.5713
3,0,15,14.5675
11,2,1,2.03809
27,6,123,124.502
24,5,98,98.5279
28,6,44,46.1722
-1,0,27,27.054
-20,4,43,43.6845
3,0,139,140.977
8,1,46,47.1224
-12,2,138,138.826
-21,5,36,36.8323
3,0,139,140.977
8,1,46,47.1224
-21,5,36,36.8323
-12,2,138,138.826
18,4,370,370.393
8,1,217,217.821
24,5,134,136.107
18,4,111,111.65
27,6,70,71.0342
6,1,40,40.976
-24,5,30,30.6936
-12,2,22,22.419
6,1,40,40.976
18,4,111,111.65
18,4,370,370.393
27,6,70,71.0342
8,1,217,217.821
8,1,24,24.5856
24,5,16,16.3699
24,5,134,136.107
-12,2,22,22.419
-24,5,30,30.6936
4,0,25,24.9729
-13,3,74,76.1834
4,0,25,24.9729
-13,3,74,76.1834
12,2,197,198.773
23,5,56,57.2947
-18,4,677,660.397
-3,0,289,290.776
23,5,56,57.2947
12,2,197,198.773
-18,4,677,660.397
-3,0,289,290.776
6,1,1727,1668.68
33,8,92,96.8728
18,4,113,113.997
-22,5,1392,1343.7
-20,4,402,402.43
-6,1,28,28.6832
-7,1,20,20.488
6,1,1727,1668.68
18,4,113,113.997
33,8,92,96.8728
-6,1,28,28.6832
-22,5,1392,1343.7
-7,1,20,20.488
-20,4,402,402.43
4,0,269,269.603
8,1,58,59.4152
-9,2,277,278.153
-7,1,124,124.925
4,0,269,269.603
8,1,58,59.4152
-9,2,277,278.153
-7,1,124,124.925
9,2,48,48.9141
-24,5,324,324.773
-5,1,247,247.486
-8,1,78,79.9032
9,2,48,48.9141
-5,1,247,247.486
-8,1,78,79.9032
-24,5,324,324.773
-18,4,474,473.547
-5,1,470,468.913
-7,1,98,99.8468
-5,1,470,468.913
-18,4,474,473.547
-7,1,98,99.8468
5,1,229,230.123
16,3,50,51.4753
5,1,26,26.6344
-22,5,206,207.17
5,1,229,230.123
5,1,26,26.6344
16,3,50,51.4753
-22,5,206,207.17
17,4,949,900.971
27,6,75,76.3617
11,2,58,59.1045
36,9,23,24.6883
16,3,32,32.9442
-9,2,1101,1045.7
-12,2,131,132.091
-6,1,130,130.627
17,4,949,900.971
11,2,58,59.1045
27,6,75,76.3617
36,9,23,24.6883
16,3,32,32.9442
-9,2,1101,1045.7
-6,1,130,130.627
-12,2,131,132.091
25,6,577,577.359
15,3,585,585.744
33,8,117,122.516
19,4,7,6.24065
25,6,577,577.359
15,3,585,585.744
19,4,7,6.24065
33,8,117,122.516
29,7,295,296.317
23,5,267,267.864
3,0,35,35.3783
-20,4,51,52.0054
29,7,295,296.317
3,0,35,35.3783
23,5,267,267.864
-20,4,51,52.0054
28,6,180,181.949
6,1,28,28.6832
-20,4,7,6.24065
6,1,28,28.6832
28,6,180,181.949
-20,4,7,6.24065
2,0,909,880.395
9,2,827,795.761
21,5,78,79.8034
6,1,18,18.4392
9,2,827,795.761
21,5,78,79.8034
2,0,909,880.395
6,1,18,18.4392
1,0,1052,1015.38
-18,4,896,852.844
-7,1,123,123.775
1,0,1052,1015.38
-18,4,896,852.844
-7,1,123,123.775
14,3,32,32.9442
-16,3,117,118.822
-24,5,102,102.341
14,3,32,32.9442
-16,3,117,118.822
-24,5,102,102.341
4,0,425,425.04
23,5,76,77.7571
14,3,30,30.8852
20,4,25,24.9626
4,0,21,20.8108
-1,0,301,302.883
-1,0,159,161.325
-28,6,74,74.5859
-4,0,49,49.9458
-13,3,32,32.9442
14,3,30,30.8852
23,5,76,77.7571
4,0,21,20.8108
4,0,425,425.04
20,4,25,24.9626
-1,0,301,302.883
-1,0,159,161.325
-13,3,32,32.9442
-4,0,49,49.9458
-28,6,74,74.5859
28,6,102,103.457
28,6,95,95.8019
17,4,102,103.253
35,8,70,71.3217
17,4,102,103.253
35,8,70,71.3217
28,6,102,103.457
28,6,95,95.8019
20,4,133,134.333
15,3,76,78.2424
-6,1,42,43.0248
15,3,76,78.2424
20,4,133,134.333
-6,1,42,43.0248
-32,7,78,79.7776
-11,2,42,42.7998
-11,2,42,42.7998
-32,7,78,79.7776
2,0,65,66.5945
1,0,59,60.3512
5,1,34,34.8296
-4,0,23,22.8918
1,0,59,60.3512
5,1,34,34.8296
2,0,65,66.5945
-4,0,23,22.8918
13,3,96,98.5554
-10,2,36,36.6856
13,3,96,98.5554
-10,2,36,36.6856
10,2,150,150.956
-3,0,705,692.601
-17,4,451,450.014
-22,5,133,134.944
10,2,150,150.956
-17,4,451,450.014
-22,5,133,134.944
-3,0,705,692.601
4,0,2601,2620.56
2,0,1888,1853.4
3,0,435,434.31
28,6,131,131.75
28,6,93,94.5118
8,1,70,71.708
-5,1,8,8.1952
21,5,50,51.156
2,0,1888,1853.4
2,0,1,2.08108
3,0,435,434.31
23,5,24,24.5549
4,0,2601,2620.56
8,1,70,71.708
28,6,93,94.5118
28,6,131,131.75
-5,1,8,8.1952
20,4,103,104.471
9,2,66,67.2569
-18,4,223,223.494
9,2,66,67.2569
20,4,103,104.471
-18,4,223,223.494
19,4,23,22.8824
-20,4,2377,2358.74
-2,0,849,824.526
-12,2,863,827.314
-2,0,816,794.573
-1,0,186,187.381
-29,7,23,24.2182
19,4,23,22.8824
-1,0,186,187.381
-29,7,23,24.2182
-2,0,849,824.526
-2,0,816,794.573
-11,2,28,28.5332
-8,1,18,18.4392
-12,2,863,827.314
-20,4,2377,2358.74
12,2,135,135.47
29,7,21,22.7936
-27,6,166,167.028
-26,6,75,76.3617
29,7,21,22.7936
12,2,135,135.47
-26,6,75,76.3617
-27,6,166,167.028
23,5,510,509.545
17,4,122,123.194
-1,0,309,310.961
-1,0,53,54.108
17,4,122,123.194
23,5,510,509.545
-1,0,53,54.108
-1,0,309,310.961
-17,4,139,140.864
-13,3,113,113.89
-8,1,91,92.196
-13,3,113,113.89
-17,4,139,140.864
-8,1,91,92.196
23,5,156,156.671
7,1,66,67.6104
12,2,46,46.876
18,4,31,31.2032
-22,5,118,119.573
-28,6,82,83.4651
-28,6,80,81.6893
18,4,31,31.2032
7,1,66,67.6104
23,5,156,156.671
12,2,46,46.876
-22,5,118,119.573
-28,6,80,81.6893
-28,6,82,83.4651
16,3,865,830.521
17,4,129,129.919
9,2,101,102.682
-2,0,588,588.291
-18,4,426,425.633
-23,5,289,290.02
-1,0,106,106.996
-18,4,21,20.8022
9,2,101,102.682
17,4,129,129.919
16,3,865,830.521
-1,0,106,106.996
-2,0,588,588.291
-18,4,21,20.8022
-18,4,426,425.633
-23,5,289,290.02
27,6,216,216.952
20,4,190,190.618
13,3,186,187.326
4,0,146,147.471
-11,2,535,534.204
-2,0,177,179.108
-7,1,176,177.326
13,3,186,187.326
27,6,216,216.952
4,0,146,147.471
20,4,190,190.618
-2,0,177,179.108
-7,1,176,177.326
-11,2,535,534.204
26,6,339,340.094
21,5,16,16.3699
-28,6,271,272.333
-23,5,157,157.796
-26,6,112,113.466
-20,4,73,74.8877
-2,0,43,43.7026
-1,0,41,41.6215
21,5,16,16.3699
26,6,339,340.094
-1,0,41,41.6215
-2,0,43,43.7026
-10,2,26,26.4951
-26,6,112,113.466
-23,5,157,157.796
-20,4,73,74.8877
-28,6,271,272.333
20,4,599,594.839
-11,2,307,307.98
-24,5,70,71.6184
-1,0,11,10.4054
20,4,599,594.839
-1,0,11,10.4054
-11,2,307,307.98
-24,5,70,71.6184
27,6,290,290.981
12,2,91,92.5865
22,5,68,69.5722
28,6,57,58.6032
12,2,50,50.9522
20,4,21,20.8022
-18,4,67,68.6471
-25,6,48,49.7239
-11,2,14,14.2666
22,5,68,69.5722
27,6,290,290.981
12,2,91,92.5865
12,2,50,50.9522
20,4,21,20.8022
28,6,57,58.6032
-25,6,48,49.7239
-18,4,67,68.6471
-11,2,14,14.2666
25,6,1239,1212.98
8,1,933,894.007
2,0,31,31.2162
18,4,17,16.6417
-16,3,38,39.1212
25,6,1239,1212.98
2,0,31,31.2162
18,4,17,16.6417
8,1,933,894.007
-16,3,38,39.1212
14,3,1245,1179.96
13,3,241,242.307
-11,2,1886,1824.51
-1,0,132,133.301
13,3,241,242.307
14,3,1245,1179.96
-1,0,132,133.301
-11,2,1886,1824.51
13,3,164,165.246
3,0,94,96.0212
7,1,30,30.732
-28,6,159,160.077
-7,1,56,57.3664
13,3,164,165.246
3,0,94,96.0212
7,1,30,30.732
-7,1,56,57.3664
-28,6,159,160.077
5,1,64,65.5616
29,7,35,37.0396
-16,3,22,22.6491
-3,0,17,16.6486
5,1,64,65.5616
29,7,35,37.0396
-3,0,17,16.6486
-16,3,22,22.6491
14,3,96,98.5554
2,0,69,70.7566
2,0,69,70.7566
14,3,96,98.5554
7,1,412,411.395
25,6,120,120.847
-18,4,208,208.623
25,6,120,120.847
7,1,412,411.395
-18,4,208,208.623
23,5,1152,1110.13
9,2,1048,995.659
-28,6,39,40.8446
-20,4,39,39.5241
-18,4,29,29.123
9,2,1048,995.659
23,5,1152,1110.13
-18,4,29,29.123
-20,4,39,39.5241
-28,6,39,40.8446
6,1,87,88.0984
11,2,78,79.4854
23,5,46,47.0635
-25,6,164,165.872
-4,0,35,35.3783
6,1,87,88.0984
11,2,78,79.4854
23,5,46,47.0635
-25,6,164,165.872
-4,0,35,35.3783
18,4,806,772.718
2,0,73,74.9188
-14,3,593,593.777
-28,6,102,103.457
2,0,73,74.9188
18,4,806,772.718
-14,3,593,593.777
-28,6,102,103.457
-12,2,24,24.457
-12,2,24,24.457
25,6,528,528.214
16,3,407,407.853
25,6,528,528.214
16,3,407,407.853
10,2,56,57.0664
-4,0,45,45.7837
10,2,56,57.0664
-4,0,45,45.7837
14,3,2323,2281.1
-5,1,1106,1055.27
14,3,2323,2281.1
-5,1,1106,1055.27
12,2,38,38.7236
10,2,34,34.6475
11,2,18,18.3428
1,0,9,8.32431
-29,7,131,132.488
-28,6,88,89.3056
-28,6,39,40.8446
-10,2,16,16.3047
1,0,9,8.32431
10,2,34,34.6475
11,2,18,18.3428
12,2,38,38.7236
-29,7,131,132.488
-10,2,16,16.3047
-28,6,39,40.8446
-28,6,88,89.3056
3,0,181,183.251
6,1,78,79.9032
-4,0,31,31.2162
6,1,78,79.9032
3,0,181,183.251
-4,0,31,31.2162
28,6,562,562.052
3,0,397,397.331
28,6,103,104.72
10,2,56,57.0664
7,1,26,26.6344
2,0,13,12.4865
2,0,13,12.4865
10,2,56,57.0664
3,0,397,397.331
7,1,26,26.6344
28,6,562,562.052
28,6,103,104.72
28,6,112,113.466
6,1,100,101.095
28,6,55,56.8273
-28,6,607,608.021
-17,4,364,365.412
-10,2,34,34.6475
-18,4,29,29.123
-1,0,5,4.16215
6,1,100,101.095
28,6,55,56.8273
28,6,112,113.466
-1,0,5,4.16215
-17,4,364,365.412
-10,2,34,34.6475
-18,4,29,29.123
-28,6,607,608.021
14,3,494,494.037
16,3,131,132.039
17,4,41,41.6043
-1,0,129,129.973
-35,8,33,34.2893
17,4,41,41.6043
14,3,494,494.037
16,3,131,132.039
-1,0,129,129.973
-35,8,33,34.2893
18,4,352,353.481
31,7,254,255.003
23,5,173,173.39
24,5,107,107.352
24,5,46,47.0635
13,3,28,28.8262
-20,4,79,81.1284
-12,2,62,63.1807
-31,7,34,35.615
-3,0,37,37.4594
-18,4,25,24.9626
-3,0,21,20.8108
13,3,28,28.8262
18,4,352,353.481
31,7,254,255.003
23,5,173,173.39
24,5,107,107.352
24,5,46,47.0635
-2,0,5,4.16215
-18,4,25,24.9626
-31,7,34,35.615
-3,0,37,37.4594
-3,0,21,20.8108
-12,2,62,63.1807
-20,4,79,81.1284
1,0,234,235.286
9,2,64,65.2188
23,5,18,18.4162
-26,6,408,408.571
-15,3,170,170.812
-19,4,141,143.02
-3,0,94,96.0212
-22,5,36,36.8323
-14,3,12,12.3541
1,0,234,235.286
9,2,64,65.2188
23,5,18,18.4162
-14,3,12,12.3541
-22,5,36,36.8323
-26,6,408,408.571
-3,0,94,96.0212
-15,3,170,170.812
-19,4,141,143.02
11,2,672,660.552
4,0,275,275.652
10,2,54,55.0283
16,3,32,32.9442
-20,4,734,709.538
-12,2,40,40.7617
10,2,54,55.0283
11,2,672,660.552
4,0,275,275.652
16,3,32,32.9442
-12,2,40,40.7617
-20,4,734,709.538
3,0,598,596.813
3,0,35,35.3783
-11,2,1242,1178.48
3,0,35,35.3783
3,0,598,596.813
-11,2,1242,1178.48
13,3,263,264.728
31,7,214,215.115
18,4,35,35.3637
18,4,23,22.8824
-29,7,42,44.1626
-7,1,26,26.6344
13,3,263,264.728
18,4,35,35.3637
18,4,23,22.8824
31,7,214,215.115
-29,7,42,44.1626
-7,1,26,26.6344
7,1,2254,2226.63
-3,0,1604,1560.89
-12,2,1023,972.633
-7,1,68,69.6592
-14,3,28,28.8262
7,1,2254,2226.63
-14,3,28,28.8262
-3,0,1604,1560.89
-7,1,68,69.6592
-12,2,1023,972.633
3,0,2045,2018.98
14,3,1396,1325.01
-6,1,1003,958.18
-6,1,177,178.379
14,3,1396,1325.01
3,0,2045,2018.98
-6,1,1003,958.18
-6,1,177,178.379
6,1,1116,1064.83
15,3,62,63.8294
-13,3,1392,1321.01
-29,7,75,76.9284
-13,3,50,51.4753
-22,5,38,38.8786
-8,1,34,34.8296
-4,0,23,22.8918
6,1,1116,1064.83
15,3,62,63.8294
-13,3,50,51.4753
-13,3,1392,1321.01
-29,7,75,76.9284
-22,5,38,38.8786
-4,0,23,22.8918
-8,1,34,34.8296
1,0,2008,1979.6
6,1,34,34.8296
-9,2,1710,1642.64
-5,1,105,106.023
1,0,2008,1979.6
6,1,34,34.8296
-5,1,105,106.023
-9,2,1710,1642.64
13,3,2165,2110.97
15,3,224,225.175
22,5,209,210.4
1,0,136,137.701
