#eta,etabin,lut,func
-1,0,2154,2135.27
-20,4,118,118.632
1,0,136,137.701
13,3,2165,2110.97
22,5,209,210.4
15,3,224,225.175
-1,0,2154,2135.27
-20,4,118,118.632
20,4,273,274.627
4,0,257,257.502
8,1,102,103.571
5,1,42,43.0248
20,4,39,39.5241
-1,0,203,204.818
5,1,42,43.0248
4,0,257,257.502
8,1,102,103.571
20,4,39,39.5241
20,4,273,274.627
-1,0,203,204.818
3,0,333,334.223
5,1,242,243.405
5,1,242,243.405
3,0,333,334.223
28,6,174,175.084
29,7,48,49.861
5,1,62,63.5128
16,3,50,51.4753
15,3,50,51.4753
24,5,34,34.7861
-26,6,307,308.477
-2,0,41,41.6215
-10,2,8,8.15235
5,1,62,63.5128
29,7,48,49.861
7,1,24,24.5856
15,3,50,51.4753
15,3,32,32.9442
16,3,50,51.4753
20,4,17,16.6417
24,5,34,34.7861
28,6,174,175.084
-2,0,41,41.6215
-10,2,8,8.15235
-26,6,307,308.477
13,3,568,568.587
1,0,402,402.451
12,2,64,65.2188
-6,1,161,162.463
-2,0,21,20.8108
1,0,402,402.451
13,3,568,568.587
12,2,64,65.2188
-2,0,21,20.8108
-6,1,161,162.463
6,1,20,20.488
-13,3,406,406.761
-29,7,309,310.563
-29,7,30,31.3412
-10,2,34,34.6475
6,1,20,20.488
-13,3,406,406.761
-29,7,30,31.3412
-29,7,309,310.563
-10,2,34,34.6475
5,1,817,788.437
4,0,797,776.896
-35,8,96,97.3815
-5,1,58,59.4152
-1,0,27,27.054
-9,2,22,22.419
5,1,817,788.437
4,0,797,776.896
-1,0,27,27.054
-5,1,58,59.4152
-9,2,22,22.419
-35,8,96,97.3815
28,6,116,117.168
28,6,115,115.937
4,0,43,43.7026
17,4,33,33.2834
25,6,4,5.32756
-28,6,30,31.9654
-12,2,20,20.3809
-8,1,14,14.3416
-1,0,13,12.4865
17,4,33,33.2834
25,6,4,5.32756
4,0,43,43.7026
28,6,115,115.937
28,6,116,117.168
-1,0,13,12.4865
-8,1,14,14.3416
-12,2,20,20.3809
-28,6,30,31.9654
6,1,283,284.145
4,0,77,79.0809
13,3,40,41.1802
5,1,16,16.3904
-19,4,377,377.378
-25,6,57,58.6032
5,1,16,16.3904
13,3,40,41.1802
6,1,283,284.145
4,0,77,79.0809
-25,6,57,58.6032
-19,4,377,377.378
22,5,142,143.035
20,4,27,27.0428
-15,3,962,917.805
-14,3,865,830.521
22,5,142,143.035
20,4,27,27.0428
-14,3,865,830.521
-15,3,962,917.805
2,0,456,456.009
23,5,445,445.333
19,4,59,60.3262
12,2,32,32.6094
12,2,28,28.5332
-32,7,242,243.607
2,0,456,456.009
19,4,59,60.3262
23,5,445,445.333
12,2,28,28.5332
12,2,32,32.6094
-32,7,242,243.607
25,6,96,97.0879
14,3,32,32.9442
-21,5,598,599.519
-12,2,504,502.741
-18,4,57,58.246
25,6,96,97.0879
14,3,32,32.9442
-21,5,598,599.519
-18,4,57,58.246
-12,2,504,502.741
-11,2,603,601.282
-15,3,559,559.469
-8,1,87,88.0984
-17,4,29,29.123
-17,4,29,29.123
-11,2,603,601.282
-15,3,559,559.469
-8,1,87,88.0984
5,1,1536,1474.59
3,0,120,120.965
8,1,113,114.434
18,4,82,83.2086
1,0,59,60.3512
23,5,24,24.5549
-5,1,1347,1287.66
-13,3,114,115.13
-26,6,96,97.0879
-28,6,60,62.1549
-28,6,32,33.7412
1,0,59,60.3512
5,1,1536,1474.59
14,3,12,12.3541
18,4,82,83.2086
3,0,120,120.965
23,5,24,24.5549
8,1,113,114.434
-5,1,1347,1287.66
-13,3,114,115.13
-26,6,96,97.0879
-28,6,60,62.1549
-28,6,32,33.7412
2,0,503,502.836
4,0,477,476.764
28,6,281,282.214
17,4,37,37.4439
-28,6,60,62.1549
-2,0,41,41.6215
-25,6,30,31.9654
17,4,37,37.4439
2,0,503,502.836
4,0,477,476.764
28,6,281,282.214
-25,6,30,31.9654
-2,0,41,41.6215
-28,6,60,62.1549
2,0,361,362.641
-17,4,289,290.333
2,0,361,362.641
-17,4,289,290.333
16,3,453,452.904
15,3,114,115.13
31,7,59,61.2578
19,4,59,60.3262
15,3,44,45.2983
2,0,25,24.9729
-12,2,356,356.603
-10,2,50,50.9522
-8,1,44,45.0736
-7,1,44,45.0736
2,0,25,24.9729
31,7,59,61.2578
15,3,114,115.13
15,3,44,45.2983
19,4,59,60.3262
16,3,453,452.904
-10,2,50,50.9522
-7,1,44,45.0736
-8,1,44,45.0736
-12,2,356,356.603
13,3,2996,3034.49
6,1,50,51.22
-8,1,2491,2487.67
-3,0,437,436.372
-8,1,213,214.737
-18,4,23,22.8824
13,3,2996,3034.49
6,1,50,51.22
-18,4,23,22.8824
-3,0,437,436.372
-8,1,213,214.737
-8,1,2491,2487.67
8,1,249,249.525
27,6,116,117.168
28,6,37,39.0688
1,0,33,33.2972
-26,6,274,274.531
-28,6,232,232.563
-7,1,120,121.463
-12,2,54,55.0283
-6,1,38,38.9272
-4,0,9,8.32431
1,0,33,33.2972
27,6,116,117.168
8,1,249,249.525
28,6,37,39.0688
-6,1,38,38.9272
-26,6,274,274.531
-7,1,120,121.463
-4,0,9,8.32431
-12,2,54,55.0283
-28,6,232,232.563
8,1,40,40.976
-22,5,397,397.565
-14,3,172,173.028
-3,0,33,33.2972
8,1,40,40.976
-14,3,172,173.028
-22,5,397,397.565
-3,0,33,33.2972
28,6,51,53.2756
36,9,26,27.4314
-5,1,120,121.463
-18,4,109,110.468
-1,0,31,31.2162
36,9,26,27.4314
28,6,51,53.2756
-1,0,31,31.2162
-5,1,120,121.463
-18,4,109,110.468
22,5,88,89.4177
18,4,27,27.0428
-11,2,115,115.944
-2,0,19,18.7297
18,4,27,27.0428
22,5,88,89.4177
-2,0,19,18.7297
-11,2,115,115.944
14,3,319,320.283
20,4,207,207.628
7,1,116,116.794
-10,2,364,364.928
-9,2,16,16.3047
14,3,319,320.283
7,1,116,116.794
20,4,207,207.628
-9,2,16,16.3047
-10,2,364,364.928
28,6,132,132.951
12,2,54,55.0283
9,2,44,44.8379
22,5,18,18.4162
-29,7,62,64.107
-24,5,78,79.8034
-11,2,74,75.4092
-14,3,38,39.1212
-1,0,19,18.7297
-7,1,14,14.3416
9,2,44,44.8379
22,5,18,18.4162
12,2,54,55.0283
28,6,132,132.951
-1,0,19,18.7297
-29,7,62,64.107
-2,0,7,6.24323
-14,3,38,39.1212
-7,1,14,14.3416
-11,2,74,75.4092
-24,5,78,79.8034
6,1,87,88.0984
28,6,57,58.6032
33,8,29,31.3412
8,1,14,14.3416
-14,3,299,301.02
-1,0,234,235.286
-13,3,161,161.889
-6,1,85,86.0496
-6,1,16,16.3904
-7,1,16,16.3904
6,1,87,88.0984
8,1,14,14.3416
28,6,57,58.6032
33,8,29,31.3412
-1,0,234,235.286
-13,3,161,161.889
-6,1,85,86.0496
-6,1,16,16.3904
-14,3,299,301.02
-7,1,16,16.3904
28,6,64,65.7066
9,2,54,55.0283
-5,1,16,16.3904
9,2,54,55.0283
28,6,64,65.7066
-5,1,16,16.3904
23,5,193,194.191
14,3,26,26.7672
-20,4,151,152.603
-6,1,44,45.0736
-16,3,18,18.5311
-19,4,5,4.16043
14,3,26,26.7672
23,5,193,194.191
-6,1,44,45.0736
-19,4,5,4.16043
-16,3,18,18.5311
-20,4,151,152.603
-23,5,946,914.912
-12,2,902,862.635
-28,6,77,78.1376
-23,5,946,914.912
-12,2,902,862.635
-28,6,77,78.1376
-31,7,421,421.682
-25,6,301,301.921
-25,6,301,301.921
-31,7,421,421.682
1,0,845,821.191
4,0,563,562.813
7,1,1,2.0488
-4,0,173,174.951
-2,0,106,106.996
-4,0,87,89.4863
1,0,845,821.191
7,1,1,2.0488
4,0,563,562.813
-2,0,106,106.996
-4,0,87,89.4863
-4,0,173,174.951
28,6,140,141.299
31,7,79,81.2022
7,1,46,47.1224
20,4,27,27.0428
-15,3,189,190.601
-1,0,53,54.108
31,7,79,81.2022
7,1,46,47.1224
20,4,27,27.0428
28,6,140,141.299
-1,0,53,54.108
-15,3,189,190.601
11,2,1485,1415.14
6,1,12,12.2928
-7,1,1292,1233.38
-1,0,485,484.05
-28,6,354,355.328
6,1,12,12.2928
11,2,1485,1415.14
-1,0,485,484.05
-7,1,1292,1233.38
-28,6,354,355.328
28,6,110,110.983
17,4,65,66.5669
12,2,30,30.5713
-5,1,799,772.571
-3,0,702,690.429
-28,6,93,94.5118
-4,0,65,66.5945
-28,6,55,56.8273
-1,0,33,33.2972
17,4,65,66.5669
12,2,30,30.5713
28,6,110,110.983
-1,0,33,33.2972
-5,1,799,772.571
-3,0,702,690.429
-4,0,65,66.5945
-28,6,55,56.8273
-28,6,93,94.5118
5,1,93,94.7854
-18,4,84,85.2888
-1,0,47,47.8648
-2,0,31,31.2162
5,1,93,94.7854
-1,0,47,47.8648
-2,0,31,31.2162
-18,4,84,85.2888
28,6,414,415.088
2,0,226,227.187
2,0,185,186.35
34,8,43,43.8903
34,8,43,43.8903
2,0,226,227.187
2,0,185,186.35
28,6,414,415.088
-4,0,401,401.426
-17,4,305,306.06
-6,1,56,57.3664
-14,3,48,49.4163
-5,1,20,20.488
-5,1,20,20.488
-17,4,305,306.06
-6,1,56,57.3664
-14,3,48,49.4163
-4,0,401,401.426
28,6,316,317.209
26,6,274,274.531
4,0,67,68.6755
28,6,51,53.2756
1,0,37,37.4594
11,2,26,26.4951
-3,0,27,27.054
-19,4,23,22.8824
-18,4,11,10.4011
1,0,37,37.4594
26,6,274,274.531
11,2,26,26.4951
4,0,67,68.6755
28,6,316,317.209
28,6,51,53.2756
-18,4,11,10.4011
-3,0,27,27.054
-19,4,23,22.8824
22,5,18,18.4162
-12,2,1084,1029.78
-12,2,873,836.706
-31,7,123,123.94
-1,0,1,2.08108
22,5,18,18.4162
-1,0,1,2.08108
-31,7,123,123.94
-12,2,873,836.706
-12,2,1084,1029.78
1,0,365,366.711
13,3,369,369.804
28,6,30,31.9654
-29,7,25,27.0674
-2,0,37,37.4594
-3,0,35,35.3783
-14,3,20,20.5901
1,0,365,366.711
13,3,369,369.804
28,6,30,31.9654
-29,7,25,27.0674
-2,0,37,37.4594
-14,3,20,20.5901
-3,0,35,35.3783
6,1,2085,2045.39
2,0,1815,1777.06
3,0,21,20.8108
-31,7,96,98.2974
-29,7,81,82.6268
-28,6,66,67.4824
-20,4,61,62.4065
2,0,1815,1777.06
6,1,2085,2045.39
3,0,21,20.8108
-29,7,81,82.6268
-31,7,96,98.2974
-20,4,61,62.4065
-28,6,66,67.4824
2,0,37,37.4594
12,2,28,28.5332
-23,5,298,298.449
-29,7,249,250.73
-28,6,141,142.485
2,0,37,37.4594
12,2,28,28.5332
-29,7,249,250.73
-23,5,298,298.449
-28,6,141,142.485
19,4,82,83.2086
29,7,44,45.5872
26,6,32,33.7412
6,1,6,6.1464
-4,0,31,31.2162
29,7,44,45.5872
6,1,6,6.1464
26,6,32,33.7412
19,4,82,83.2086
-4,0,31,31.2162
6,1,479,478.402
28,6,297,297.547
-20,4,246,247.139
-15,3,20,20.5901
6,1,479,478.402
28,6,297,297.547
-15,3,20,20.5901
-20,4,246,247.139
22,5,838,815.472
17,4,523,523.203
6,1,42,43.0248
-6,1,1224,1167.37
-24,5,162,162.279
17,4,523,523.203
6,1,42,43.0248
22,5,838,815.472
-6,1,1224,1167.37
-24,5,162,162.279
8,1,20,20.488
-17,4,19,18.7219
8,1,20,20.488
-17,4,19,18.7219
16,3,752,731.793
-10,2,784,757.504
16,3,752,731.793
-10,2,784,757.504
-2,0,1566,1521.84
-1,0,800,779.103
-16,3,336,337.453
-16,3,305,306.366
-1,0,800,779.103
-2,0,1566,1521.84
-16,3,305,306.366
-16,3,336,337.453
1,0,1390,1345.66
28,6,48,49.7239
20,4,55,56.1658
-14,3,1148,1088.16
-20,4,171,172.344
-16,3,134,134.396
-8,1,117,117.967
-22,5,96,97.2455
-1,0,87,89.4863
1,0,1390,1345.66
20,4,55,56.1658
28,6,48,49.7239
-1,0,87,89.4863
-10,2,60,61.1426
-14,3,1148,1088.16
-22,5,96,97.2455
-8,1,117,117.967
-16,3,134,134.396
-20,4,171,172.344
-24,5,113,113.513
-25,6,97,98.3696
-31,7,58,59.8332
-25,6,97,98.3696
-31,7,58,59.8332
-24,5,113,113.513
5,1,72,73.7568
5,1,30,30.732
-20,4,326,326.754
-19,4,292,293.28
-20,4,25,24.9626
5,1,30,30.732
5,1,72,73.7568
-19,4,292,293.28
-20,4,326,326.754
-20,4,25,24.9626
10,2,226,226.751
27,6,153,154.25
-5,1,10,10.244
-19,4,7,6.24065
10,2,226,226.751
27,6,153,154.25
-5,1,10,10.244
-19,4,7,6.24065
-28,6,75,76.3617
-28,6,75,76.3617
11,2,369,370.139
1,0,303,304.902
-27,6,66,67.4824
1,0,303,304.902
11,2,369,370.139
-27,6,66,67.4824
13,3,280,281.798
11,2,157,158.556
-5,1,28,28.6832
13,3,280,281.798
11,2,157,158.556
-5,1,28,28.6832
3,0,289,290.776
-16,3,330,331.008
3,0,289,290.776
-16,3,330,331.008
17,4,419,418.555
2,0,193,194.582
2,0,39,39.5405
-4,0,402,402.451
-31,7,207,207.992
-5,1,18,18.4392
17,4,419,418.555
2,0,39,39.5405
2,0,193,194.582
-5,1,18,18.4392
-31,7,207,207.992
-4,0,402,402.451
7,1,72,73.7568
3,0,39,39.5405
9,2,20,20.3809
-5,1,189,189.9
-1,0,146,147.471
-12,2,28,28.5332
9,2,20,20.3809
3,0,39,39.5405
7,1,72,73.7568
-1,0,146,147.471
-5,1,189,189.9
-12,2,28,28.5332
8,1,3180,3273.44
1,0,1332,1287.29
17,4,33,33.2834
11,2,14,14.2666
18,4,1,2.08022
-22,5,50,51.156
1,0,1332,1287.29
17,4,33,33.2834
18,4,1,2.08022
11,2,14,14.2666
8,1,3180,3273.44
-22,5,50,51.156
14,3,551,551.509
28,6,88,89.3056
19,4,39,39.5241
20,4,37,37.4439
1,0,29,29.1351
19,4,25,24.9626
-2,0,258,258.511
-34,8,149,149.501
-29,7,75,76.9284
-13,3,70,72.0654
1,0,29,29.1351
14,3,551,551.509
18,4,17,16.6417
19,4,25,24.9626
19,4,39,39.5241
20,4,37,37.4439
28,6,88,89.3056
-13,3,70,72.0654
-29,7,75,76.9284
-34,8,149,149.501
-2,0,258,258.511
7,1,852,820.327
18,4,716,694.18
6,1,36,36.8784
18,4,33,33.2834
-12,2,46,46.876
-12,2,28,28.5332
-9,2,26,26.4951
-23,5,22,22.5086
6,1,36,36.8784
18,4,716,694.18
18,4,33,33.2834
7,1,852,820.327
-9,2,26,26.4951
-23,5,22,22.5086
-12,2,46,46.876
-12,2,28,28.5332
5,1,210,211.65
-4,0,289,290.776
-28,6,70,71.0342
5,1,210,211.65
-4,0,289,290.776
-28,6,70,71.0342
20,4,63,64.4867
8,1,40,40.976
20,4,15,14.5615
15,3,12,12.3541
-1,0,49,49.9458
15,3,12,12.3541
8,1,40,40.976
20,4,15,14.5615
20,4,63,64.4867
-1,0,49,49.9458
4,0,1124,1084.47
4,0,37,37.4594
8,1,22,22.5368
-28,6,1249,1223.37
-26,6,70,71.0342
-5,1,20,20.488
4,0,37,37.4594
4,0,1124,1084.47
8,1,22,22.5368
-5,1,20,20.488
-26,6,70,71.0342
-28,6,1249,1223.37
27,6,1336,1309.1
3,0,1055,1018.82
24,5,132,133.779
29,7,33,34.1904
12,2,40,40.7617
19,4,1,2.08022
-28,6,53,55.0515
-16,3,38,39.1212
-20,4,15,14.5615
29,7,33,34.1904
3,0,1055,1018.82
19,4,1,2.08022
27,6,1336,1309.1
12,2,40,40.7617
24,5,132,133.779
-16,3,38,39.1212
-20,4,15,14.5615
-28,6,53,55.0515
8,1,326,325.943
24,5,226,227.54
26,6,34,35.5171
-11,2,2377,2351.6
-5,1,2087,2046.74
-31,7,42,44.1626
-19,4,43,43.6845
-8,1,32,32.7808
26,6,34,35.5171
8,1,326,325.943
24,5,226,227.54
-5,1,2087,2046.74
-31,7,42,44.1626
-11,2,2377,2351.6
-19,4,43,43.6845
-8,1,32,32.7808
2,0,31,31.2162
6,1,22,22.5368
15,3,16,16.4721
-31,7,78,79.7776
-18,4,23,22.8824
-12,2,20,20.3809
2,0,31,31.2162
6,1,22,22.5368
15,3,16,16.4721
-18,4,23,22.8824
-31,7,78,79.7776
-12,2,20,20.3809
15,3,961,916.564
1,0,212,213.99
5,1,140,141.812
-20,4,559,559.884
-5,1,189,189.9
-14,3,58,59.7113
-4,0,31,31.2162
-3,0,21,20.8108
1,0,212,213.99
5,1,140,141.812
15,3,961,916.564
-5,1,189,189.9
-14,3,58,59.7113
-3,0,21,20.8108
-4,0,31,31.2162
-20,4,559,559.884
6,1,1610,1549.89
32,7,52,54.1348
-4,0,933,902.886
-9,2,957,912.541
6,1,1610,1549.89
32,7,52,54.1348
-9,2,957,912.541
-4,0,933,902.886
8,1,144,145.119
24,5,78,79.8034
20,4,71,72.8075
31,7,27,28.492
11,2,20,20.3809
-22,5,421,420.881
-10,2,101,102.682
-23,5,62,63.4334
-6,1,36,36.8784
-1,0,21,20.8108
-18,4,17,16.6417
31,7,27,28.492
11,2,20,20.3809
8,1,144,145.119
20,4,71,72.8075
24,5,78,79.8034
-1,0,21,20.8108
-9,2,16,16.3047
-6,1,36,36.8784
-10,2,101,102.682
-18,4,17,16.6417
-22,5,421,420.881
-23,5,62,63.4334
25,6,85,86.6733
32,7,62,64.107
37,9,50,50.7481
19,4,39,39.5241
1,0,39,39.5405
-31,7,72,74.0792
-7,1,98,99.8468
-15,3,32,32.9442
-2,0,27,27.054
-25,6,21,23.0861
-2,0,25,24.9729
1,0,39,39.5405
25,6,85,86.6733
19,4,39,39.5241
32,7,62,64.107
37,9,50,50.7481
-25,6,21,23.0861
-2,0,25,24.9729
-2,0,27,27.054
-31,7,72,74.0792
-7,1,98,99.8468
-15,3,32,32.9442
11,2,115,115.944
-7,1,738,718.584
-27,6,482,482.47
-28,6,190,192.186
-17,4,169,170.291
-12,2,38,38.7236
-8,1,32,32.7808
11,2,115,115.944
-17,4,169,170.291
-7,1,738,718.584
-27,6,482,482.47
-4,0,25,24.9729
-8,1,32,32.7808
-12,2,38,38.7236
-28,6,190,192.186
28,6,285,285.503
13,3,270,271.129
13,3,270,271.129
28,6,285,285.503
5,1,103,104.8
7,1,4,4.0976
-8,1,189,189.9
-1,0,144,145.314
-13,3,38,39.1212
-17,4,31,31.2032
-11,2,10,10.1904
5,1,103,104.8
7,1,4,4.0976
-1,0,144,145.314
-13,3,38,39.1212
-17,4,31,31.2032
-11,2,10,10.1904
-8,1,189,189.9
28,6,372,373.809
16,3,66,67.9474
28,6,57,58.6032
12,2,42,42.7998
-17,4,273,274.627
-28,6,123,124.502
-28,6,102,103.457
-4,0,96,97.267
-4,0,65,66.5945
-1,0,31,31.2162
12,2,42,42.7998
16,3,66,67.9474
28,6,372,373.809
28,6,57,58.6032
-1,0,31,31.2162
-17,4,273,274.627
-10,2,14,14.2666
-3,0,15,14.5675
-4,0,96,97.267
-4,0,65,66.5945
-28,6,102,103.457
-28,6,123,124.502
15,3,38,39.1212
-8,1,682,668.554
-8,1,482,481.57
-22,5,405,404.977
-7,1,143,144.019
-31,7,40,41.3134
-26,6,37,39.0688
15,3,38,39.1212
-22,5,405,404.977
-26,6,37,39.0688
-31,7,40,41.3134
-7,1,143,144.019
-8,1,482,481.57
-8,1,682,668.554
1,0,280,280.693
7,1,105,106.023
1,0,101,102.181
-28,6,405,405.313
-17,4,129,129.919
-4,0,71,72.8377
-15,3,60,61.7703
1,0,101,102.181
1,0,280,280.693
7,1,105,106.023
-17,4,129,129.919
-15,3,60,61.7703
-4,0,71,72.8377
-28,6,405,405.313
-12,2,241,242.198
-6,1,206,207.526
-19,4,47,47.8449
-6,1,206,207.526
-19,4,47,47.8449
-12,2,241,242.198
15,3,964,919.046
15,3,566,566.305
23,5,196,197.446
16,3,52,53.5343
-4,0,1476,1430.92
-27,6,197,198.973
-11,2,147,147.672
15,3,566,566.305
15,3,964,919.046
23,5,196,197.446
16,3,52,53.5343
-11,2,147,147.672
-27,6,197,198.973
-4,0,1476,1430.92
6,1,126,127.215
-14,3,145,146.01
-11,2,52,52.9902
6,1,126,127.215
-14,3,145,146.01
-11,2,52,52.9902
1,0,276,276.66
22,5,46,47.0635
12,2,36,36.6856
-20,4,133,134.333
-5,1,62,63.5128
1,0,276,276.66
22,5,46,47.0635
12,2,36,36.6856
-5,1,62,63.5128
-20,4,133,134.333
6,1,32,32.7808
-12,2,625,620.193
-4,0,501,500.745
-18,4,134,135.429
6,1,32,32.7808
-18,4,134,135.429
-4,0,501,500.745
-12,2,625,620.193
-7,1,586,585.361
-20,4,441,440.851
-19,4,180,180.507
-12,2,105,106.362
-5,1,20,20.488
-5,1,20,20.488
-7,1,586,585.361
-19,4,180,180.507
-12,2,105,106.362
-20,4,441,440.851
13,3,1038,986.529
26,6,430,430.294
9,2,362,362.845
-3,0,1479,1434.54
-11,2,1057,1004.17
-10,2,937,894.657
-14,3,231,231.607
-9,2,78,79.4854
-24,5,52,53.2022
9,2,362,362.845
13,3,1038,986.529
26,6,430,430.294
-9,2,78,79.4854
-10,2,937,894.657
-14,3,231,231.607
-3,0,1479,1434.54
-3,0,27,27.054
-11,2,1057,1004.17
-24,5,52,53.2022
28,6,274,274.531
28,6,190,192.186
28,6,274,274.531
28,6,190,192.186
1,0,963,931.112
8,1,196,197.18
3,0,37,37.4594
9,2,28,28.5332
-27,6,776,766.893
-31,7,48,49.861
-14,3,50,51.4753
-19,4,7,6.24065
1,0,963,931.112
9,2,28,28.5332
3,0,37,37.4594
8,1,196,197.18
-14,3,50,51.4753
-31,7,48,49.861
-19,4,7,6.24065
-27,6,776,766.893
7,1,1148,1094.81
-7,1,1287,1228.47
7,1,1148,1094.81
-7,1,1287,1228.47
16,3,415,415.507
-4,0,653,646.097
-8,1,493,492.148
-7,1,54,55.3176
16,3,415,415.507
-7,1,54,55.3176
-4,0,653,646.097
-8,1,493,492.148
15,3,24,24.7081
-14,3,90,92.6555
-29,7,59,61.2578
15,3,24,24.7081
-29,7,59,61.2578
-14,3,90,92.6555
4,0,59,60.3512
-29,7,92,94.0236
4,0,59,60.3512
-29,7,92,94.0236
25,6,72,72.81
-37,9,112,112.469
-19,4,75,76.968
25,6,72,72.81
-19,4,75,76.968
-37,9,112,112.469
-31,7,103,103.996
-33,8,84,88.3252
-16,3,24,24.7081
-31,7,103,103.996
-16,3,24,24.7081
-33,8,84,88.3252
-33,8,139,145.309
-29,7,24,25.6428
-10,2,12,12.2285
-29,7,24,25.6428
-10,2,12,12.2285
-33,8,139,145.309
17,4,416,415.526
6,1,404,404.13
18,4,131,132.133
9,2,62,63.1807
-2,0,47,47.8648
-22,5,46,47.0635
-25,6,32,33.7412
-3,0,27,27.054
9,2,62,63.1807
17,4,416,415.526
6,1,404,404.13
18,4,131,132.133
-25,6,32,33.7412
-2,0,47,47.8648
-22,5,46,47.0635
-3,0,27,27.054
29,7,366,367.547
9,2,115,115.944
9,2,28,28.5332
-1,0,634,628.9
-23,5,133,134.944
-28,6,103,104.72
-7,1,91,92.196
-17,4,17,16.6417
9,2,28,28.5332
9,2,115,115.944
29,7,366,367.547
-1,0,634,628.9
-17,4,17,16.6417
-7,1,91,92.196
-23,5,133,134.944
-28,6,103,104.72
3,0,494,493.434
-7,1,554,554.051
-3,0,47,47.8648
-3,0,17,16.6486
3,0,494,493.434
-3,0,17,16.6486
-3,0,47,47.8648
-7,1,554,554.051
16,3,16,16.4721
-25,6,34,35.5171
16,3,16,16.4721
-25,6,34,35.5171
17,4,1113,1052.05
31,7,55,56.984
20,4,27,27.0428
3,0,11,10.4054
-8,1,1086,1036.2
-6,1,587,586.445
-26,6,172,173.936
-36,9,71,71.3217
-19,4,75,76.968
-4,0,47,47.8648
17,4,1113,1052.05
31,7,55,56.984
3,0,11,10.4054
20,4,27,27.0428
-1,0,29,29.1351
-6,1,587,586.445
-26,6,172,173.936
-19,4,75,76.968
-36,9,71,71.3217
-4,0,47,47.8648
-8,1,1086,1036.2
-16,3,34,35.0032
15,3,234,234.82
22,5,163,163.397
-25,6,30,31.9654
22,5,163,163.397
15,3,234,234.82
-25,6,30,31.9654
3,0,195,196.634
28,6,145,146.031
28,6,99,100.921
27,6,88,89.3056
29,7,71,72.6546
5,1,22,22.5368
-1,0,226,227.187
-28,6,84,85.241
-2,0,51,52.0269
-11,2,46,46.876
-6,1,44,45.0736
-13,3,42,43.2392
5,1,22,22.5368
29,7,71,72.6546
3,0,195,196.634
27,6,88,89.3056
28,6,99,100.921
28,6,145,146.031
-1,0,226,227.187
-13,3,42,43.2392
-2,0,51,52.0269
-6,1,44,45.0736
-10,2,6,6.11426
-11,2,46,46.876
-12,2,20,20.3809
-28,6,84,85.241
19,4,224,224.482
18,4,124,125.451
-5,1,30,30.732
18,4,124,125.451
19,4,224,224.482
-5,1,30,30.732
2,0,92,93.5066
8,1,1,2.0488
-10,2,28,28.5332
2,0,92,93.5066
8,1,1,2.0488
-10,2,28,28.5332
15,3,48,49.4163
-3,0,126,127.74
-11,2,22,22.419
15,3,48,49.4163
-3,0,126,127.74
-11,2,22,22.419
9,2,696,680.889
23,5,308,308.98
34,8,46,46.6334
-3,0,849,824.526
-1,0,334,335.236
-3,0,326,327.136
-12,2,321,321.386
-6,1,76,77.8544
-13,3,8,8.23605
9,2,696,680.889
34,8,46,46.6334
23,5,308,308.98
-1,0,334,335.236
-13,3,8,8.23605
-6,1,76,77.8544
-3,0,849,824.526
-3,0,326,327.136
-12,2,321,321.386
34,8,142,142.643
20,4,132,133.235
9,2,52,52.9902
-6,1,111,112.055
-29,7,40,41.3134
-10,2,44,44.8379
-22,5,32,32.7398
-19,4,23,22.8824
-4,0,11,10.4054
9,2,52,52.9902
34,8,142,142.643
20,4,132,133.235
-29,7,40,41.3134
-6,1,111,112.055
-10,2,44,44.8379
-22,5,32,32.7398
-19,4,23,22.8824
-4,0,11,10.4054
5,1,1114,1062.44
5,1,40,40.976
-14,3,760,738.939
-16,3,26,26.7672
5,1,40,40.976
5,1,1114,1062.44
-14,3,760,738.939
-16,3,26,26.7672
2,0,180,182.217
36,9,109,109.726
7,1,32,32.7808
26,6,23,24.862
-26,6,214,214.714
-6,1,42,43.0248
-9,2,22,22.419
-15,3,20,20.5901
2,0,180,182.217
26,6,23,24.862
7,1,32,32.7808
36,9,109,109.726
-9,2,22,22.419
-6,1,42,43.0248
-26,6,214,214.714
-15,3,20,20.5901
20,4,269,270.702
28,6,264,264.634
5,1,183,184.677
31,7,68,69.8054
-14,3,110,111.394
-1,0,37,37.4594
5,1,183,184.677
31,7,68,69.8054
20,4,269,270.702
28,6,264,264.634
-1,0,37,37.4594
-14,3,110,111.394
18,4,43,43.6845
-26,6,453,453.111
-14,3,444,444.07
-18,4,208,208.623
-24,5,87,88.0887
-7,1,30,30.732
-17,4,23,22.8824
18,4,43,43.6845
-17,4,23,22.8824
-14,3,444,444.07
-18,4,208,208.623
-26,6,453,453.111
-7,1,30,30.732
-24,5,87,88.0887
4,0,502,501.79
2,0,323,324.101
14,3,173,174.135
-20,4,135,136.522
-17,4,86,87.369
-4,0,61,62.4323
2,0,323,324.101
14,3,173,174.135
4,0,502,501.79
-17,4,86,87.369
-4,0,61,62.4323
-20,4,135,136.522
22,5,608,608.266
15,3,198,199.302
-6,1,664,653.105
-22,5,102,102.341
-4,0,65,66.5945
-20,4,33,33.2834
-12,2,20,20.3809
22,5,608,608.266
15,3,198,199.302
-6,1,664,653.105
-22,5,102,102.341
-4,0,65,66.5945
-12,2,20,20.3809
-20,4,33,33.2834
27,6,241,241.442
16,3,195,196.045
26,6,138,138.923
