#eta,etabin,lut,func,funcInt
6,1,131,131.757,131
14,3,72,74.1244,74
15,3,40,41.1802,41
12,2,932,889.899,889
-3,0,155,157.09,157
-7,1,26,26.6344,26
-15,3,1025,975.218,975
20,4,67,68.6471,68
-18,4,27,27.0428,27
-14,3,10,10.2951,10
20,4,67,68.6471,68
-14,3,10,10.2951,10
-18,4,27,27.0428,27
10,2,448,447.003,447
7,1,410,410.357,410
-1,0,2068,2043.18,2043
-16,3,1956,1890.4,1890
-16,3,964,919.046,919
10,2,448,447.003,447
7,1,410,410.357,410
-1,0,2068,2043.18,2043
-16,3,1956,1890.4,1890
-16,3,964,919.046,919
13,3,152,152.862,152
28,6,57,58.6032,58
18,4,27,27.0428,27
-28,6,155,156.585,156
-26,6,97,98.3696,98
-5,1,18,18.4392,18
13,3,152,152.862,152
18,4,27,27.0428,27
28,6,57,58.6032,58
-5,1,18,18.4392,18
-26,6,97,98.3696,98
-28,6,155,156.585,156
16,3,1690,1616.47,1616
-14,3,1391,1319.68,1319
16,3,1690,1616.47,1616
-14,3,1391,1319.68,1319
7,1,38,38.9272,38
3,0,31,31.2162,31
-13,3,670,661.007,661
-22,5,405,404.977,404
-28,6,339,340.094,340
-17,4,206,206.633,206
-21,5,143,144.182,144
3,0,31,31.2162,31
7,1,38,38.9272,38
-13,3,670,661.007,661
-17,4,206,206.633,206
-21,5,143,144.182,144
-22,5,405,404.977,404
-28,6,339,340.094,340
8,1,95,96.0618,96
7,1,66,67.6104,67
3,0,33,33.2972,33
13,3,24,24.7081,24
13,3,22,22.6491,22
-26,6,257,258.023,258
-16,3,218,218.732,218
-19,4,90,91.5295,91
-28,6,36,37.2929,37
-23,5,38,38.8786,38
-26,6,2,3.55171,3
13,3,24,24.7081,24
13,3,22,22.6491,22
3,0,33,33.2972,33
7,1,66,67.6104,67
8,1,95,96.0618,96
-26,6,2,3.55171,3
-26,6,257,258.023,258
-19,4,90,91.5295,91
-23,5,38,38.8786,38
-16,3,218,218.732,218
-28,6,36,37.2929,37
5,1,36,36.8784,36
-16,3,10,10.2951,10
5,1,36,36.8784,36
-16,3,10,10.2951,10
9,2,660,650.423,650
-3,0,379,379.959,379
-16,3,200,201.47,201
-21,5,187,187.66,187
-23,5,81,81.3222,81
-34,8,48,49.3765,49
-17,4,41,41.6043,41
9,2,660,650.423,650
-17,4,41,41.6043,41
-21,5,187,187.66,187
-34,8,48,49.3765,49
-3,0,379,379.959,379
-23,5,81,81.3222,81
-16,3,200,201.47,201
16,3,14,14.4131,14
-16,3,227,227.321,227
-31,7,174,175.226,175
-17,4,75,76.968,76
-29,7,44,45.5872,45
-16,3,24,24.7081,24
-26,6,16,17.7585,17
16,3,14,14.4131,14
-17,4,75,76.968,76
-29,7,44,45.5872,45
-26,6,16,17.7585,17
-31,7,174,175.226,175
-16,3,24,24.7081,24
-16,3,227,227.321,227
2,0,1493,1447.83,1447
1,0,1135,1094.89,1094
9,2,194,195.643,195
-7,1,56,57.3664,57
-3,0,31,31.2162,31
-4,0,29,29.1351,29
1,0,1135,1094.89,1094
9,2,194,195.643,195
2,0,1493,1447.83,1447
-3,0,31,31.2162,31
-7,1,56,57.3664,57
-4,0,29,29.1351,29
33,8,103,108.27,108
1,0,79,81.162,81
-29,7,35,37.0396,37
-1,0,15,14.5675,14
1,0,79,81.162,81
33,8,103,108.27,108
-1,0,15,14.5675,14
-29,7,35,37.0396,37
3,0,657,649.328,649
28,6,118,119.623,119
31,7,79,81.2022,81
28,6,75,76.3617,76
25,6,74,74.5859,74
8,1,30,30.732,30
-2,0,535,534.31,534
-28,6,102,103.457,103
-28,6,91,91.918,91
-35,8,67,68.5785,68
-28,6,66,67.4824,67
-22,5,42,42.971,42
5,1,28,28.6832,28
25,6,74,74.5859,74
31,7,79,81.2022,81
3,0,657,649.328,649
8,1,30,30.732,30
28,6,118,119.623,119
28,6,75,76.3617,76
-2,0,535,534.31,534
-18,4,27,27.0428,27
-22,5,42,42.971,42
-35,8,67,68.5785,68
-19,4,9,8.32086,8
-12,2,36,36.6856,36
-28,6,102,103.457,103
-28,6,66,67.4824,67
-28,6,91,91.918,91
14,3,1161,1101,1100
24,5,774,756.799,756
28,6,218,218.071,218
19,4,133,134.333,134
11,2,56,57.0664,57
-29,7,47,48.4364,48
-10,2,42,42.7998,42
-19,4,27,27.0428,27
14,3,1161,1101,1100
11,2,56,57.0664,57
19,4,133,134.333,134
24,5,774,756.799,756
28,6,218,218.071,218
-29,7,47,48.4364,48
-10,2,42,42.7998,42
-19,4,27,27.0428,27
22,5,409,409.215,409
28,6,202,202.357,202
20,4,67,68.6471,68
-12,2,34,34.6475,34
22,5,409,409.215,409
20,4,67,68.6471,68
28,6,202,202.357,202
-12,2,34,34.6475,34
26,6,577,577.359,577
25,6,230,230.339,230
15,3,114,115.13,115
25,6,50,51.4998,51
1,0,29,29.1351,29
16,3,26,26.7672,26
-7,1,687,672.978,672
-28,6,104,105.979,105
-7,1,28,28.6832,28
-29,7,17,18.5198,18
1,0,29,29.1351,29
25,6,230,230.339,230
25,6,50,51.4998,51
26,6,577,577.359,577
15,3,114,115.13,115
16,3,26,26.7672,26
-29,7,17,18.5198,18
-7,1,687,672.978,672
-7,1,28,28.6832,28
-28,6,104,105.979,105
14,3,86,88.5375,88
17,4,35,35.3637,35
17,4,35,35.3637,35
14,3,86,88.5375,88
10,2,647,639.199,639
3,0,429,429.158,429
3,0,169,170.778,170
7,1,20,20.488,20
-4,0,994,960.598,960
-6,1,16,16.3904,16
10,2,647,639.199,639
3,0,169,170.778,170
3,0,429,429.158,429
7,1,20,20.488,20
-6,1,16,16.3904,16
-4,0,994,960.598,960
34,8,43,43.8903,43
3,0,27,27.054,27
-10,2,370,371.181,371
-15,3,241,242.307,242
-24,5,22,22.5086,22
34,8,43,43.8903,43
3,0,27,27.054,27
-10,2,370,371.181,371
-15,3,241,242.307,242
-24,5,22,22.5086,22
22,5,270,271.033,271
1,0,47,47.8648,47
6,1,18,18.4392,18
-22,5,1526,1476.7,1476
-9,2,1482,1412.53,1412
-25,6,158,158.914,158
-16,3,68,70.0064,70
-23,5,58,59.341,59
-8,1,52,53.2688,53
1,0,47,47.8648,47
6,1,18,18.4392,18
22,5,270,271.033,271
-9,2,1482,1412.53,1412
-25,6,158,158.914,158
-22,5,1526,1476.7,1476
-23,5,58,59.341,59
-8,1,52,53.2688,53
-16,3,68,70.0064,70
8,1,2403,2389.83,2389
9,2,1752,1685.72,1685
9,2,36,36.6856,36
-4,0,226,227.187,227
-19,4,107,108.087,108
9,2,1752,1685.72,1685
9,2,36,36.6856,36
8,1,2403,2389.83,2389
-19,4,107,108.087,108
-4,0,226,227.187,227
15,3,458,457.328,457
14,3,349,350.367,350
25,6,108,109.737,109
6,1,105,106.023,106
21,5,82,82.6928,82
1,0,51,52.0269,52
-8,1,76,77.8544,77
-12,2,54,55.0283,55
-2,0,23,22.8918,22
-9,2,8,8.15235,8
1,0,35,35.3783,35
1,0,51,52.0269,52
17,4,15,14.5615,14
21,5,82,82.6928,82
25,6,108,109.737,109
6,1,105,106.023,106
14,3,349,350.367,350
31,7,20,21.369,21
15,3,458,457.328,457
-9,2,8,8.15235,8
-2,0,23,22.8918,22
-8,1,76,77.8544,77
-12,2,54,55.0283,55
19,4,114,115.163,115
27,6,98,99.6474,99
19,4,114,115.163,115
27,6,98,99.6474,99
7,1,450,448.954,448
13,3,294,295.678,295
3,0,79,81.162,81
2,0,35,35.3783,35
8,1,28,28.6832,28
20,4,27,27.0428,27
-8,1,195,196.142,196
-26,6,188,189.917,189
13,3,294,295.678,295
2,0,35,35.3783,35
14,3,12,12.3541,12
3,0,79,81.162,81
7,1,450,448.954,448
8,1,28,28.6832,28
20,4,27,27.0428,27
-26,6,188,189.917,189
-8,1,195,196.142,196
35,8,197,197.506,197
-12,2,524,523.324,523
-24,5,372,373.255,373
-27,6,62,63.9307,63
-3,0,47,47.8648,47
-1,0,27,27.054,27
-16,3,22,22.6491,22
35,8,197,197.506,197
-1,0,27,27.054,27
-3,0,47,47.8648,47
-27,6,62,63.9307,63
-12,2,524,523.324,523
-16,3,22,22.6491,22
-24,5,372,373.255,373
16,3,603,604.132,604
24,5,576,576.622,576
-7,1,531,530.458,530
-25,6,120,120.847,120
16,3,603,604.132,604
24,5,576,576.622,576
-25,6,120,120.847,120
-7,1,531,530.458,530
29,7,485,487.213,487
6,1,239,240.343,240
26,6,122,123.286,123
9,2,34,34.6475,34
-1,0,205,206.859,206
-32,7,141,142.46,142
9,2,34,34.6475,34
29,7,485,487.213,487
6,1,239,240.343,240
26,6,122,123.286,123
-1,0,205,206.859,206
-32,7,141,142.46,142
9,2,674,661.679,661
8,1,44,45.0736,45
14,3,44,45.2983,45
-7,1,482,481.57,481
-5,1,191,191.984,191
-1,0,112,112.894,112
-11,2,6,6.11426,6
9,2,674,661.679,661
14,3,44,45.2983,45
8,1,44,45.0736,45
-1,0,112,112.894,112
-5,1,191,191.984,191
-7,1,482,481.57,481
-11,2,6,6.11426,6
-11,2,228,228.813,228
-26,6,144,144.851,144
-22,5,137,138.426,138
-10,2,72,73.3711,73
-10,2,72,73.3711,73
-22,5,137,138.426,138
-26,6,144,144.851,144
-11,2,228,228.813,228
11,2,208,209.171,209
13,3,72,74.1244,74
26,6,32,33.7412,33
20,4,31,31.2032,31
-24,5,363,363.758,363
-31,7,96,98.2974,98
-27,6,98,99.6474,99
-9,2,91,92.5865,92
-29,7,55,56.984,56
-13,3,34,35.0032,35
13,3,72,74.1244,74
26,6,32,33.7412,33
11,2,208,209.171,209
20,4,31,31.2032,31
-9,2,91,92.5865,92
-13,3,34,35.0032,35
-29,7,55,56.984,56
-31,7,96,98.2974,98
-27,6,98,99.6474,99
-24,5,363,363.758,363
19,4,386,386.377,386
29,7,67,68.3808,68
7,1,28,28.6832,28
11,2,20,20.3809,20
13,3,16,16.4721,16
-15,3,368,368.722,368
-28,6,62,63.9307,63
-2,0,43,43.7026,43
-1,0,21,20.8108,20
13,3,16,16.4721,16
29,7,67,68.3808,68
7,1,28,28.6832,28
11,2,20,20.3809,20
19,4,386,386.377,386
-1,0,21,20.8108,20
-2,0,43,43.7026,43
-15,3,368,368.722,368
-28,6,62,63.9307,63
17,4,526,526.331,526
8,1,108,109.658,109
9,2,78,79.4854,79
-13,3,684,672.718,672
-2,0,132,133.301,133
9,2,78,79.4854,79
17,4,526,526.331,526
8,1,108,109.658,109
-13,3,684,672.718,672
-2,0,132,133.301,133
7,1,900,863.944,863
18,4,559,559.884,559
18,4,309,309.997,309
26,6,261,262.432,262
17,4,96,97.053,97
18,4,41,41.6043,41
-18,4,45,45.7647,45
17,4,96,97.053,97
18,4,309,309.997,309
18,4,559,559.884,559
18,4,41,41.6043,41
26,6,261,262.432,262
7,1,900,863.944,863
4,0,17,16.6486,16
-18,4,45,45.7647,45
17,4,398,398.41,398
15,3,246,247.649,247
31,7,178,179.5,179
22,5,180,181.096,181
15,3,176,177.447,177
27,6,147,148.387,148
-14,3,814,785.693,785
-22,5,168,168.962,168
17,4,398,398.41,398
6,1,42,43.0248,43
22,5,180,181.096,181
31,7,178,179.5,179
15,3,246,247.649,247
15,3,176,177.447,177
27,6,147,148.387,148
20,4,55,56.1658,56
37,9,51,52.1197,52
-14,3,814,785.693,785
-22,5,168,168.962,168
8,1,771,747.748,747
3,0,162,163.434,163
-5,1,1432,1371.13,1371
-10,2,1226,1163.43,1163
-6,1,294,294.327,294
-23,5,130,131.44,131
3,0,162,163.434,163
8,1,771,747.748,747
-5,1,1432,1371.13,1371
-6,1,294,294.327,294
-10,2,1226,1163.43,1163
-23,5,130,131.44,131
11,2,211,212.281,212
16,3,170,170.812,170
-11,2,92,93.8739,93
11,2,211,212.281,212
16,3,170,170.812,170
-11,2,92,93.8739,93
24,5,219,220.057,220
31,7,222,223.662,223
-10,2,28,28.5332,28
31,7,222,223.662,223
24,5,219,220.057,220
-10,2,28,28.5332,28
26,6,112,113.466,113
17,4,87,89.4492,89
-29,7,34,35.615,35
-1,0,19,18.7297,18
17,4,87,89.4492,89
26,6,112,113.466,113
-1,0,19,18.7297,18
-29,7,34,35.615,35
2,0,879,852.396,852
8,1,610,606.005,606
26,6,429,429.208,429
6,1,96,97.3307,97
20,4,73,74.8877,74
26,6,57,58.6032,58
-18,4,165,166.17,166
-11,2,52,52.9902,52
-27,6,41,42.6205,42
2,0,879,852.396,852
6,1,96,97.3307,97
26,6,429,429.208,429
26,6,57,58.6032,58
8,1,610,606.005,606
20,4,73,74.8877,74
-18,4,165,166.17,166
-11,2,52,52.9902,52
-27,6,41,42.6205,42
5,1,271,271.931,271
26,6,34,35.5171,35
-23,5,237,238.195,238
-26,6,167,168.182,168
5,1,271,271.931,271
26,6,34,35.5171,35
-26,6,167,168.182,168
-23,5,237,238.195,238
15,3,42,43.2392,43
5,1,28,28.6832,28
23,5,24,24.5549,24
16,3,12,12.3541,12
-12,2,481,480.128,480
-8,1,472,471.02,471
-28,6,116,117.168,117
-28,6,93,94.5118,94
-28,6,75,76.3617,76
-14,3,58,59.7113,59
5,1,28,28.6832,28
15,3,42,43.2392,43
23,5,24,24.5549,24
16,3,12,12.3541,12
-14,3,58,59.7113,59
-7,1,36,36.8784,36
-7,1,20,20.488,20
-8,1,472,471.02,471
-12,2,14,14.2666,14
-12,2,481,480.128,480
-28,6,75,76.3617,76
-28,6,93,94.5118,94
-28,6,116,117.168,117
9,2,1142,1083.84,1083
6,1,132,132.885,132
17,4,59,60.3262,60
9,2,58,59.1045,59
1,0,27,27.054,27
1,0,13,12.4865,12
-11,2,1230,1167.19,1167
-5,1,126,127.215,127
-10,2,68,69.2949,69
-34,8,37,38.404,38
-9,2,42,42.7998,42
-16,3,30,30.8852,30
1,0,13,12.4865,12
1,0,27,27.054,27
9,2,1142,1083.84,1083
9,2,58,59.1045,59
17,4,59,60.3262,60
6,1,132,132.885,132
-5,1,126,127.215,127
-9,2,42,42.7998,42
-34,8,37,38.404,38
-10,2,68,69.2949,69
-11,2,1230,1167.19,1167
-16,3,30,30.8852,30
16,3,1547,1473.35,1473
18,4,1082,1023.58,1023
26,6,445,445.504,445
10,2,104,105.141,105
23,5,66,67.5259,67
7,1,54,55.3176,55
-8,1,8,8.1952,8
10,2,104,105.141,105
18,4,1082,1023.58,1023
26,6,445,445.504,445
7,1,54,55.3176,55
19,4,17,16.6417,16
23,5,66,67.5259,67
16,3,1547,1473.35,1473
-8,1,8,8.1952,8
8,1,100,101.095,101
-11,2,101,102.682,102
-3,0,96,97.267,97
-28,6,57,58.6032,58
8,1,100,101.095,101
-3,0,96,97.267,97
-11,2,101,102.682,102
-28,6,57,58.6032,58
25,6,292,293.17,293
8,1,138,139.595,139
16,3,56,57.6523,57
-21,5,162,162.279,162
25,6,292,293.17,293
8,1,138,139.595,139
16,3,56,57.6523,57
-21,5,162,162.279,162
-27,6,128,129.343,129
-33,8,29,31.3412,31
-27,6,128,129.343,129
-33,8,29,31.3412,31
4,0,59,60.3512,60
14,3,46,47.3573,47
-5,1,440,439.533,439
-4,0,419,418.869,418
-4,0,269,269.603,269
-36,9,121,122.07,122
-4,0,21,20.8108,20
14,3,46,47.3573,47
4,0,59,60.3512,60
-5,1,440,439.533,439
-36,9,121,122.07,122
-4,0,269,269.603,269
-4,0,419,418.869,418
-4,0,21,20.8108,20
-36,9,114,115.212,115
-17,4,53,54.0856,54
-9,2,30,30.5713,30
-13,3,22,22.6491,22
-9,2,30,30.5713,30
-13,3,22,22.6491,22
-17,4,53,54.0856,54
-36,9,114,115.212,115
19,4,197,197.646,197
11,2,14,14.2666,14
-4,0,86,87.4052,87
-2,0,31,31.2162,31
11,2,14,14.2666,14
19,4,197,197.646,197
-2,0,31,31.2162,31
-4,0,86,87.4052,87
4,0,594,593.615,593
22,5,557,557.068,557
18,4,15,14.5615,14
-11,2,187,188.316,188
-10,2,122,122.948,122
18,4,15,14.5615,14
22,5,557,557.068,557
4,0,594,593.615,593
-10,2,122,122.948,122
-11,2,187,188.316,188
5,1,112,113.247,113
24,5,76,77.7571,77
18,4,59,60.3262,60
2,0,27,27.054,27
-17,4,726,702.948,702
-8,1,627,621.282,621
-3,0,87,89.4863,89
5,1,112,113.247,113
2,0,27,27.054,27
18,4,59,60.3262,60
24,5,76,77.7571,77
-17,4,726,702.948,702
-3,0,87,89.4863,89
-8,1,627,621.282,621
29,7,30,31.3412,31
29,7,30,31.3412,31
11,2,26,26.4951,26
-12,2,1437,1368.41,1368
-4,0,834,811.195,811
-11,2,255,255.558,255
11,2,26,26.4951,26
-11,2,255,255.558,255
-4,0,834,811.195,811
-12,2,1437,1368.41,1368
7,1,472,471.02,471
11,2,20,20.3809,20
-28,6,731,723.657,723
-36,9,40,41.1471,41
7,1,472,471.02,471
11,2,20,20.3809,20
-36,9,40,41.1471,41
-28,6,731,723.657,723
8,1,669,657.513,657
9,2,50,50.9522,50
29,7,30,31.3412,31
7,1,26,26.6344,26
-6,1,659,648.701,648
-17,4,65,66.5669,66
-10,2,56,57.0664,57
-16,3,4,4.11802,4
9,2,50,50.9522,50
29,7,30,31.3412,31
7,1,26,26.6344,26
8,1,669,657.513,657
-17,4,65,66.5669,66
-6,1,659,648.701,648
-10,2,56,57.0664,57
-16,3,4,4.11802,4
13,3,113,113.89,113
-6,1,495,494.267,494
-18,4,366,367.403,367
-28,6,144,144.851,144
-26,6,120,120.847,120
-12,2,84,85.5996,85
-27,6,72,72.81,72
13,3,113,113.89,113
-6,1,495,494.267,494
-18,4,366,367.403,367
-26,6,120,120.847,120
-7,1,56,57.3664,57
-23,5,32,32.7398,32
-27,6,72,72.81,72
-12,2,84,85.5996,85
-20,4,21,20.8022,20
-28,6,144,144.851,144
6,1,133,134.01,134
2,0,21,20.8108,20
22,5,16,16.3699,16
-1,0,108,109.37,109
-19,4,67,68.6471,68
-8,1,62,63.5128,63
2,0,21,20.8108,20
6,1,133,134.01,134
22,5,16,16.3699,16
-1,0,108,109.37,109
-19,4,67,68.6471,68
-8,1,62,63.5128,63
6,1,34,34.8296,34
17,4,31,31.2032,31
-21,5,213,214.697,214
-27,6,141,142.485,142
-3,0,37,37.4594,37
17,4,31,31.2032,31
6,1,34,34.8296,34
-21,5,213,214.697,214
-3,0,37,37.4594,37
-27,6,141,142.485,142
19,4,205,205.636,205
9,2,50,50.9522,50
23,5,38,38.8786,38
19,4,31,31.2032,31
29,7,20,21.369,21
-25,6,339,340.094,340
9,2,50,50.9522,50
29,7,20,21.369,21
19,4,205,205.636,205
19,4,31,31.2032,31
23,5,38,38.8786,38
-25,6,339,340.094,340
13,3,54,55.5933,55
-17,4,99,100.795,100
13,3,54,55.5933,55
-17,4,99,100.795,100
4,0,585,585.099,585
-11,2,878,841.409,841
-3,0,57,58.2702,58
4,0,585,585.099,585
-3,0,57,58.2702,58
-11,2,878,841.409,841
13,3,1299,1231,1230
11,2,70,71.333,71
15,3,34,35.0032,35
-7,1,2037,1994.15,1994
-37,9,40,41.1471,41
-24,5,32,32.7398,32
13,3,1299,1231,1230
11,2,70,71.333,71
15,3,34,35.0032,35
-7,1,2037,1994.15,1994
-24,5,32,32.7398,32
-37,9,40,41.1471,41
25,6,352,353.152,353
10,2,115,115.944,115
36,9,56,56.2344,56
28,6,55,56.8273,56
7,1,26,26.6344,26
29,7,16,17.0952,17
-19,4,315,315.906,315
-16,3,14,14.4131,14
25,6,352,353.152,353
29,7,16,17.0952,17
10,2,115,115.944,115
7,1,26,26.6344,26
36,9,56,56.2344,56
28,6,55,56.8273,56
-19,4,315,315.906,315
-16,3,14,14.4131,14
22,5,408,408.155,408
8,1,116,116.794,116
15,3,54,55.5933,55
14,3,18,18.5311,18
-1,0,129,129.973,129
-19,4,51,52.0054,52
14,3,18,18.5311,18
22,5,408,408.155,408
15,3,54,55.5933,55
8,1,116,116.794,116
-1,0,129,129.973,129
-19,4,51,52.0054,52
4,0,193,194.582,194
-7,1,144,145.119,145
-5,1,143,144.019,144
-13,3,83,84.4195,84
-10,2,10,10.1904,10
4,0,193,194.582,194
-5,1,143,144.019,144
-13,3,83,84.4195,84
-10,2,10,10.1904,10
-7,1,144,145.119,145
23,5,32,32.7398,32
7,1,16,16.3904,16
7,1,16,16.3904,16
23,5,32,32.7398,32
19,4,41,41.6043,41
11,2,36,36.6856,36
4,0,15,14.5675,14
-5,1,1390,1329.89,1329
-9,2,1412,1343.88,1343
-11,2,32,32.6094,32
-12,2,22,22.419,22
11,2,36,36.6856,36
19,4,41,41.6043,41
4,0,15,14.5675,14
-5,1,1390,1329.89,1329
-9,2,1412,1343.88,1343
-11,2,32,32.6094,32
-12,2,22,22.419,22
25,6,648,646.448,646
4,0,421,420.925,420
4,0,19,18.7297,18
-2,0,210,211.955,211
-5,1,42,43.0248,43
25,6,648,646.448,646
4,0,19,18.7297,18
4,0,421,420.925,420
-5,1,42,43.0248,43
-2,0,210,211.955,211
13,3,969,924.013,924
14,3,806,778.466,778
-6,1,102,103.571,103
-7,1,38,38.9272,38
-15,3,34,35.0032,35
-23,5,24,24.5549,24
-20,4,21,20.8022,20
13,3,969,924.013,924
14,3,806,778.466,778
-6,1,102,103.571,103
-7,1,38,38.9272,38
-15,3,34,35.0032,35
-23,5,24,24.5549,24
-20,4,21,20.8022,20
2,0,729,714.371,714
28,6,74,74.5859,74
11,2,58,59.1045,59
26,6,44,46.1722,46
2,0,41,41.6215,41
20,4,37,37.4439,37
-9,2,491,489.802,489
-8,1,36,36.8784,36
2,0,729,714.371,714
2,0,41,41.6215,41
26,6,44,46.1722,46
11,2,58,59.1045,59
20,4,37,37.4439,37
20,4,33,33.2834,33
28,6,74,74.5859,74
-9,2,491,489.802,489
-8,1,36,36.8784,36
15,3,692,679.761,679
6,1,34,34.8296,34
12,2,18,18.3428,18
5,1,18,18.4392,18
-24,5,937,906.853,906
5,1,18,18.4392,18
6,1,34,34.8296,34
15,3,692,679.761,679
12,2,18,18.3428,18
-24,5,937,906.853,906
8,1,1859,1806.25,1806
23,5,194,195.277,195
-17,4,1001,948.461,948
-31,7,59,61.2578,61
-28,6,57,58.6032,58
-13,3,42,43.2392,43
-1,0,15,14.5675,14
23,5,194,195.277,195
8,1,1859,1806.25,1806
-1,0,15,14.5675,14
-13,3,42,43.2392,43
-17,4,1001,948.461,948
-31,7,59,61.2578,61
-28,6,57,58.6032,58
25,6,940,922.322,922
6,1,819,790.708,790
25,6,940,922.322,922
6,1,819,790.708,790
17,4,337,337.625,337
7,1,28,28.6832,28
12,2,8,8.15235,8
-2,0,354,355.525,355
-28,6,57,58.6032,58
-12,2,20,20.3809,20
17,4,337,337.625,337
7,1,28,28.6832,28
12,2,8,8.15235,8
-2,0,354,355.525,355
-12,2,20,20.3809,20
-28,6,57,58.6032,58
34,8,125,126.184,126
28,6,129,130.547,130
34,8,125,126.184,126
28,6,129,130.547,130
28,6,406,406.399,406
27,6,263,263.533,263
14,3,252,252.989,252
31,7,117,118.242,118
7,1,46,47.1224,47
12,2,28,28.5332,28
-17,4,37,37.4439,37
-18,4,29,29.123,29
-22,5,12,12.2774,12
14,3,252,252.989,252
31,7,117,118.242,118
7,1,46,47.1224,47
27,6,263,263.533,263
12,2,28,28.5332,28
28,6,406,406.399,406
-17,4,37,37.4439,37
-18,4,29,29.123,29
-22,5,12,12.2774,12
10,2,147,147.672,147
5,1,147,148.407,148
8,1,18,18.4392,18
5,1,147,148.407,148
10,2,147,147.672,147
8,1,18,18.4392,18
-5,1,36,36.8784,36
-5,1,36,36.8784,36
25,6,513,512.954,512
2,0,360,361.624,361
-12,2,44,44.8379,44
25,6,513,512.954,512
2,0,360,361.624,361
-12,2,44,44.8379,44
12,2,36,36.6856,36
14,3,30,30.8852,30
4,0,25,24.9729,24
12,2,16,16.3047,16
-13,3,319,320.283,320
-1,0,301,302.883,302
-15,3,32,32.9442,32
14,3,30,30.8852,30
4,0,25,24.9729,24
12,2,36,36.6856,36
12,2,16,16.3047,16
-1,0,301,302.883,302
-13,3,319,320.283,320
-15,3,32,32.9442,32
36,9,34,35.6608,35
-25,6,530,530.395,530
-12,2,425,424.732,424
36,9,34,35.6608,35
-25,6,530,530.395,530
-12,2,425,424.732,424
3,0,51,52.0269,52
-32,7,130,131.063,131
-11,2,72,73.3711,73
-3,0,53,54.108,54
3,0,51,52.0269,52
-3,0,53,54.108,54
-11,2,72,73.3711,73
-32,7,130,131.063,131
24,5,304,304.768,304
31,7,268,269.249,269
1,0,53,54.108,54
-7,1,92,93.5011,93
-23,5,14,14.3237,14
1,0,53,54.108,54
31,7,268,269.249,269
24,5,304,304.768,304
-7,1,92,93.5011,93
-23,5,14,14.3237,14
4,0,326,327.136,327
1,0,158,160.268,160
-28,6,48,49.7239,49
1,0,158,160.268,160
4,0,326,327.136,327
-28,6,48,49.7239,49
16,3,121,122.473,122
-26,6,429,429.208,429
-1,0,268,268.595,268
-5,1,174,175.217,175
-28,6,99,100.921,100
-11,2,107,108.787,108
-8,1,46,47.1224,47
16,3,121,122.473,122
-1,0,268,268.595,268
-5,1,174,175.217,175
-26,6,429,429.208,429
-11,2,28,28.5332,28
-11,2,107,108.787,108
-8,1,30,30.732,30
-8,1,46,47.1224,47
-28,6,99,100.921,100
20,4,98,99.5554,99
14,3,72,74.1244,74
11,2,40,40.7617,40
8,1,34,34.8296,34
1,0,31,31.2162,31
-17,4,1398,1326.59,1326
-14,3,1384,1313.02,1313
-8,1,78,79.9032,79
-4,0,77,79.0809,79
-25,6,30,31.9654,31
1,0,31,31.2162,31
14,3,72,74.1244,74
11,2,40,40.7617,40
8,1,34,34.8296,34
20,4,98,99.5554,99
-17,4,1398,1326.59,1326
-25,6,30,31.9654,31
-14,3,1384,1313.02,1313
-4,0,77,79.0809,79
-8,1,78,79.9032,79
16,3,379,380.639,380
5,1,24,24.5856,24
-27,6,265,265.735,265
-27,6,239,240.334,240
-22,5,60,61.3872,61
-1,0,19,18.7297,18
5,1,24,24.5856,24
16,3,379,380.639,380
-1,0,19,18.7297,18
-22,5,60,61.3872,61
-27,6,265,265.735,265
-27,6,239,240.334,240
-34,8,235,235.91,235
-11,2,180,182.007,182
-12,2,96,97.6904,97
-31,7,61,62.6824,62
-3,0,75,76.9998,76
-8,1,22,22.5368,22
-34,8,235,235.91,235
-31,7,61,62.6824,62
-3,0,75,76.9998,76
-11,2,180,182.007,182
-8,1,22,22.5368,22
-12,2,96,97.6904,97
9,2,378,378.489,378
19,4,25,24.9626,24
5,1,16,16.3904,16
-21,5,531,531.099,531
-26,6,167,168.182,168
5,1,16,16.3904,16
9,2,378,378.489,378
19,4,25,24.9626,24
-21,5,531,531.099,531
-26,6,167,168.182,168
25,6,1239,1212.98,1212
-10,2,1830,1765.73,1765
-15,3,40,41.1802,41
25,6,1239,1212.98,1212
-10,2,1830,1765.73,1765
-15,3,40,41.1802,41
-10,2,270,270.963,270
-21,5,243,243.508,243
-15,3,111,112.645,112
-2,0,17,16.6486,16
-21,5,243,243.508,243
-2,0,17,16.6486,16
-10,2,270,270.963,270
-15,3,111,112.645,112
11,2,1465,1395.63,1395
4,0,403,403.475,403
-4,0,1245,1202.25,1202
-16,3,109,110.138,110
-16,3,42,43.2392,43
11,2,1465,1395.63,1395
4,0,403,403.475,403
-4,0,1245,1202.25,1202
-16,3,42,43.2392,43
-16,3,109,110.138,110
21,5,325,325.825,325
25,6,307,308.477,308
2,0,57,58.2702,58
33,8,37,39.8888,39
17,4,37,37.4439,37
-25,6,800,789.127,789
-27,6,142,143.669,143
-5,1,95,96.0618,96
-34,8,55,56.2344,56
-12,2,48,48.9141,48
-14,3,36,37.0622,37
17,4,37,37.4439,37
21,5,325,325.825,325
25,6,307,308.477,308
2,0,57,58.2702,58
33,8,37,39.8888,39
