#eta,etabin,lut,func,funcInt
-20,4,31,31.2032,31
7,1,649,639.908,639
-1,0,37,37.4594,37
-25,6,672,668.458,668
-20,4,31,31.2032,31
28,6,48,49.7239,49
6,1,50,51.22,51
-29,7,464,465.844,465
-4,0,224,225.16,225
-21,5,36,36.8323,36
-12,2,16,16.3047,16
6,1,50,51.22,51
28,6,48,49.7239,49
-21,5,36,36.8323,36
-29,7,464,465.844,465
-4,0,224,225.16,225
-12,2,16,16.3047,16
1,0,51,52.0269,52
2,0,15,14.5675,14
-6,1,778,753.378,753
-9,2,429,427.905,427
-17,4,373,373.385,373
1,0,51,52.0269,52
2,0,15,14.5675,14
-9,2,429,427.905,427
-17,4,373,373.385,373
-6,1,778,753.378,753
27,6,298,298.641,298
16,3,139,139.074,139
6,1,42,43.0248,43
-3,0,324,325.113,325
-9,2,30,30.5713,30
-1,0,23,22.8918,22
6,1,42,43.0248,43
27,6,298,298.641,298
16,3,139,139.074,139
-1,0,23,22.8918,22
-9,2,30,30.5713,30
-3,0,324,325.113,325
-27,6,112,113.466,113
-2,0,73,74.9188,74
-2,0,73,74.9188,74
-27,6,112,113.466,113
10,2,107,108.787,108
10,2,8,8.15235,8
-26,6,85,86.6733,86
-17,4,23,22.8824,22
10,2,107,108.787,108
10,2,8,8.15235,8
-17,4,23,22.8824,22
-26,6,85,86.6733,86
26,6,79,79.9134,79
29,7,11,12.8214,12
11,2,6,6.11426,6
-6,1,1342,1282.71,1282
-8,1,1330,1270.34,1270
-31,7,67,68.3808,68
-27,6,72,72.81,72
-28,6,62,63.9307,63
29,7,11,12.8214,12
26,6,79,79.9134,79
11,2,6,6.11426,6
-6,1,1342,1282.71,1282
-31,7,67,68.3808,68
-27,6,72,72.81,72
-8,1,1330,1270.34,1270
-28,6,62,63.9307,63
1,0,545,544.847,544
16,3,569,569.728,569
10,2,82,83.5615,83
3,0,23,22.8918,22
-2,0,27,27.054,27
1,0,545,544.847,544
10,2,82,83.5615,83
3,0,23,22.8918,22
16,3,569,569.728,569
-2,0,27,27.054,27
9,2,166,167.151,167
6,1,22,22.5368,22
-14,3,222,223.029,223
9,2,166,167.151,167
6,1,22,22.5368,22
-14,3,222,223.029,223
6,1,2278,2252.75,2252
-9,2,1923,1863,1863
-8,1,28,28.6832,28
6,1,2278,2252.75,2252
-9,2,1923,1863,1863
-8,1,28,28.6832,28
34,8,137,137.157,137
28,6,98,99.6474,99
31,7,65,66.9562,66
32,7,30,31.3412,31
24,5,42,42.971,42
-29,7,61,62.6824,62
-8,1,76,77.8544,77
-16,3,22,22.6491,22
-15,3,20,20.5901,20
34,8,137,137.157,137
31,7,65,66.9562,66
32,7,30,31.3412,31
24,5,42,42.971,42
28,6,98,99.6474,99
-29,7,61,62.6824,62
-15,3,20,20.5901,20
-8,1,76,77.8544,77
-16,3,22,22.6491,22
7,1,239,240.343,240
-24,5,321,321.614,321
-5,1,42,43.0248,43
-20,4,25,24.9626,24
7,1,239,240.343,240
-5,1,42,43.0248,43
-20,4,25,24.9626,24
-24,5,321,321.614,321
12,2,842,808.589,808
6,1,669,657.513,657
-25,6,203,203.484,203
-29,7,160,160.98,160
6,1,669,657.513,657
12,2,842,808.589,808
-25,6,203,203.484,203
-29,7,160,160.98,160
2,0,189,190.471,190
3,0,39,39.5405,39
-27,6,317,318.3,318
-11,2,164,165.01,165
-20,4,86,87.369,87
2,0,189,190.471,190
3,0,39,39.5405,39
-11,2,164,165.01,165
-27,6,317,318.3,318
-20,4,86,87.369,87
3,0,703,691.515,691
4,0,272,272.627,272
4,0,257,257.502,257
16,3,141,141.396,141
28,6,111,112.226,112
9,2,48,48.9141,48
-2,0,397,397.331,397
-6,1,30,30.732,30
9,2,48,48.9141,48
3,0,703,691.515,691
11,2,22,22.419,22
4,0,257,257.502,257
4,0,272,272.627,272
12,2,46,46.876,46
16,3,141,141.396,141
28,6,111,112.226,112
-2,0,397,397.331,397
-6,1,30,30.732,30
26,6,390,391.192,391
4,0,45,45.7837,45
16,3,38,39.1212,39
12,2,26,26.4951,26
16,3,24,24.7081,24
12,2,20,20.3809,20
-5,1,226,227.052,227
-13,3,133,133.219,133
-16,3,36,37.0622,37
-14,3,12,12.3541,12
-11,2,8,8.15235,8
18,4,7,6.24065,6
26,6,390,391.192,391
4,0,45,45.7837,45
12,2,26,26.4951,26
12,2,20,20.3809,20
16,3,24,24.7081,24
16,3,38,39.1212,39
-5,1,226,227.052,227
-13,3,133,133.219,133
-14,3,12,12.3541,12
-11,2,8,8.15235,8
-16,3,36,37.0622,37
4,0,1451,1405.62,1405
12,2,1126,1069.04,1069
9,2,54,55.0283,55
2,0,45,45.7837,45
-10,2,2150,2104.38,2104
-1,0,640,634.268,634
-9,2,60,61.1426,61
-21,5,50,51.156,51
-3,0,15,14.5675,14
9,2,54,55.0283,55
2,0,45,45.7837,45
4,0,1451,1405.62,1405
12,2,1126,1069.04,1069
-1,0,640,634.268,634
-9,2,60,61.1426,61
-21,5,50,51.156,51
-10,2,2150,2104.38,2104
-3,0,15,14.5675,14
-23,5,132,132.611,132
-25,6,79,79.9134,79
-2,0,69,70.7566,70
-7,1,18,18.4392,18
-25,6,79,79.9134,79
-2,0,69,70.7566,70
-7,1,18,18.4392,18
-23,5,132,132.611,132
8,1,50,51.22,51
10,2,40,40.7617,40
-14,3,68,70.0064,70
-29,7,35,37.0396,37
-9,2,10,10.1904,10
10,2,40,40.7617,40
8,1,50,51.22,51
-9,2,10,10.1904,10
-29,7,35,37.0396,37
-14,3,68,70.0064,70
21,5,1282,1235.68,1235
-18,4,1204,1138.42,1138
-15,3,10,10.2951,10
21,5,1282,1235.68,1235
-18,4,1204,1138.42,1138
-15,3,10,10.2951,10
-12,2,433,432.141,432
-7,1,310,310.632,310
-12,2,160,161.79,161
-4,0,101,102.181,102
-9,2,24,24.457,24
-14,3,18,18.5311,18
-9,2,24,24.457,24
-14,3,18,18.5311,18
-7,1,310,310.632,310
-4,0,101,102.181,102
-12,2,160,161.79,161
-12,2,433,432.141,432
9,2,90,91.291,91
10,2,82,83.5615,83
-8,1,83,84.0008,84
-2,0,19,18.7297,18
9,2,90,91.291,91
10,2,82,83.5615,83
-2,0,19,18.7297,18
-8,1,83,84.0008,84
11,2,229,229.844,229
-6,1,167,167.799,167
-14,3,81,82.3605,82
-4,0,71,72.8377,72
-15,3,26,26.7672,26
11,2,229,229.844,229
-6,1,167,167.799,167
-14,3,81,82.3605,82
-15,3,26,26.7672,26
-4,0,71,72.8377,72
9,2,2157,2111.45,2111
1,0,174,175.992,175
29,7,107,108.27,108
-16,3,2473,2444.81,2444
-11,2,56,57.0664,57
-11,2,42,42.7998,42
-11,2,8,8.15235,8
1,0,174,175.992,175
9,2,2157,2111.45,2111
29,7,107,108.27,108
-11,2,8,8.15235,8
-11,2,56,57.0664,57
-11,2,42,42.7998,42
-16,3,2473,2444.81,2444
6,1,297,297.382,297
23,5,243,243.508,243
20,4,69,70.7273,70
6,1,14,14.3416,14
-2,0,23,22.8918,22
6,1,14,14.3416,14
6,1,297,297.382,297
23,5,243,243.508,243
20,4,69,70.7273,70
-2,0,23,22.8918,22
-13,3,153,153.997,153
-28,6,89,90.6142,90
-11,2,66,67.2569,67
-31,7,27,28.492,28
-13,3,153,153.997,153
-31,7,27,28.492,28
-11,2,66,67.2569,67
-28,6,89,90.6142,90
21,5,84,84.0543,84
1,0,67,68.6755,68
2,0,47,47.8648,47
20,4,35,35.3637,35
-28,6,104,105.979,105
1,0,67,68.6755,68
21,5,84,84.0543,84
2,0,47,47.8648,47
20,4,35,35.3637,35
-28,6,104,105.979,105
1,0,118,118.679,118
35,8,54,54.8628,54
-26,6,806,794.692,794
-1,0,744,728.569,728
-15,3,143,143.708,143
-5,1,34,34.8296,34
1,0,118,118.679,118
35,8,54,54.8628,54
-1,0,744,728.569,728
-5,1,34,34.8296,34
-26,6,806,794.692,794
-15,3,143,143.708,143
-21,5,412,412.395,412
-13,3,405,405.669,405
-2,0,27,27.054,27
-11,2,18,18.3428,18
-16,3,12,12.3541,12
-13,3,405,405.669,405
-21,5,412,412.395,412
-2,0,27,27.054,27
-11,2,18,18.3428,18
-16,3,12,12.3541,12
19,4,25,24.9626,24
-28,6,107,108.488,108
-37,9,71,71.3217,71
-8,1,16,16.3904,16
-5,1,14,14.3416,14
19,4,25,24.9626,24
-5,1,14,14.3416,14
-8,1,16,16.3904,16
-28,6,107,108.488,108
-37,9,71,71.3217,71
21,5,1116,1075.83,1075
11,2,14,14.2666,14
-9,2,924,882.771,882
-6,1,52,53.2688,53
-12,2,28,28.5332,28
-5,1,12,12.2928,12
21,5,1116,1075.83,1075
11,2,14,14.2666,14
-5,1,12,12.2928,12
-9,2,924,882.771,882
-6,1,52,53.2688,53
-12,2,28,28.5332,28
-23,5,1021,985.57,985
-6,1,946,905.617,905
-5,1,266,266.841,266
-29,7,31,32.7658,32
-18,4,35,35.3637,35
-5,1,18,18.4392,18
-5,1,18,18.4392,18
-5,1,266,266.841,266
-29,7,31,32.7658,32
-6,1,946,905.617,905
-18,4,35,35.3637,35
-23,5,1021,985.57,985
10,2,122,122.948,122
32,7,88,89.7498,89
12,2,100,101.444,101
2,0,87,89.4863,89
26,6,41,42.6205,42
-7,1,523,522.98,522
-10,2,66,67.2569,67
-9,2,54,55.0283,55
2,0,87,89.4863,89
10,2,122,122.948,122
26,6,41,42.6205,42
32,7,88,89.7498,89
12,2,100,101.444,101
-9,2,54,55.0283,55
-10,2,66,67.2569,67
-7,1,523,522.98,522
7,1,781,756.759,756
32,7,269,270.674,270
35,8,59,60.3491,60
29,7,40,41.3134,41
13,3,34,35.0032,35
22,5,32,32.7398,32
-14,3,477,476.192,476
-27,6,289,289.885,289
-27,6,135,136.54,136
-4,0,63,64.5134,64
-11,2,56,57.0664,57
-2,0,45,45.7837,45
13,3,34,35.0032,35
29,7,40,41.3134,41
22,5,32,32.7398,32
35,8,59,60.3491,60
7,1,781,756.759,756
19,4,23,22.8824,22
32,7,269,270.674,270
-2,0,45,45.7837,45
-14,3,477,476.192,476
-11,2,56,57.0664,57
-27,6,289,289.885,289
-27,6,135,136.54,136
-4,0,63,64.5134,64
6,1,566,565.899,565
27,6,487,486.822,486
9,2,107,108.787,108
24,5,54,55.2485,55
26,6,34,35.5171,35
-2,0,41,41.6215,41
9,2,107,108.787,108
6,1,566,565.899,565
26,6,34,35.5171,35
27,6,487,486.822,486
24,5,54,55.2485,55
-2,0,41,41.6215,41
1,0,49,49.9458,49
-28,6,60,62.1549,62
-29,7,28,29.9166,29
1,0,49,49.9458,49
-29,7,28,29.9166,29
-28,6,60,62.1549,62
2,0,45,45.7837,45
1,0,29,29.1351,29
-12,2,180,182.007,182
-28,6,67,69.2583,69
-3,0,35,35.3783,35
-11,2,20,20.3809,20
1,0,29,29.1351,29
2,0,45,45.7837,45
-3,0,35,35.3783,35
-11,2,20,20.3809,20
-12,2,180,182.007,182
-28,6,67,69.2583,69
15,3,48,49.4163,49
5,1,18,18.4392,18
-22,5,120,120.774,120
-23,5,107,107.352,107
-6,1,24,24.5856,24
5,1,18,18.4392,18
15,3,48,49.4163,49
-6,1,24,24.5856,24
-22,5,120,120.774,120
-23,5,107,107.352,107
11,2,1612,1542.6,1542
2,0,1236,1192.85,1192
2,0,396,396.307,396
4,0,165,166.589,166
28,6,37,39.0688,39
12,2,26,26.4951,26
-9,2,974,928.094,928
-28,6,62,63.9307,63
2,0,396,396.307,396
2,0,1236,1192.85,1192
11,2,1612,1542.6,1542
4,0,165,166.589,166
12,2,26,26.4951,26
28,6,37,39.0688,39
-9,2,974,928.094,928
-28,6,62,63.9307,63
7,1,1202,1146.72,1146
10,2,84,85.5996,85
7,1,62,63.5128,63
-4,0,1093,1054.45,1054
-19,4,147,148.366,148
-16,3,134,134.396,134
-24,5,91,92.0539,92
-34,8,26,27.4314,27
10,2,84,85.5996,85
7,1,62,63.5128,63
7,1,1202,1146.72,1146
-34,8,26,27.4314,27
-19,4,147,148.366,148
-4,0,1093,1054.45,1054
-16,3,134,134.396,134
-24,5,91,92.0539,92
9,2,696,680.889,680
17,4,67,68.6471,68
-15,3,443,442.968,442
-32,7,86,88.3252,88
9,2,696,680.889,680
17,4,67,68.6471,68
-15,3,443,442.968,442
-32,7,86,88.3252,88
15,3,1794,1722.73,1722
20,4,1108,1047.29,1047
4,0,480,479.886,479
2,0,278,278.676,278
5,1,48,49.1712,49
18,4,23,22.8824,22
-13,3,1525,1451.58,1451
-9,2,578,578.052,578
-2,0,98,99.7374,99
-10,2,40,40.7617,40
5,1,48,49.1712,49
2,0,278,278.676,278
18,4,23,22.8824,22
15,3,1794,1722.73,1722
4,0,480,479.886,479
20,4,1108,1047.29,1047
-9,2,578,578.052,578
-13,3,1525,1451.58,1451
-2,0,98,99.7374,99
-10,2,40,40.7617,40
2,0,118,118.679,118
-7,1,14,14.3416,14
2,0,118,118.679,118
-7,1,14,14.3416,14
-2,0,118,118.679,118
-33,8,80,84.0514,84
-1,0,98,99.7374,99
-33,8,36,38.4642,38
-3,0,39,39.5405,39
-1,0,23,22.8918,22
-1,0,23,22.8918,22
-1,0,98,99.7374,99
-2,0,118,118.679,118
-3,0,39,39.5405,39
-33,8,80,84.0514,84
-33,8,36,38.4642,38
2,0,1119,1079.84,1079
3,0,1035,999.356,999
1,0,188,189.442,189
11,2,26,26.4951,26
1,0,188,189.442,189
2,0,1119,1079.84,1079
3,0,1035,999.356,999
11,2,26,26.4951,26
1,0,55,56.1891,56
-17,4,306,307.044,307
-12,2,311,312.102,312
-5,1,202,203.395,203
-1,0,150,151.763,151
1,0,55,56.1891,56
-1,0,150,151.763,151
-5,1,202,203.395,203
-17,4,306,307.044,307
-12,2,311,312.102,312
34,8,71,72.6932,72
-5,1,46,47.1224,47
-15,3,30,30.8852,30
-12,2,12,12.2285,12
34,8,71,72.6932,72
-5,1,46,47.1224,47
-15,3,30,30.8852,30
-12,2,12,12.2285,12
6,1,1187,1132.19,1132
10,2,10,10.1904,10
-5,1,1345,1285.18,1285
-29,7,62,64.107,64
-5,1,91,92.196,92
6,1,1187,1132.19,1132
10,2,10,10.1904,10
-5,1,91,92.196,92
-5,1,1345,1285.18,1285
-29,7,62,64.107,64
31,7,79,81.2022,81
31,7,72,74.0792,74
36,9,60,60.3491,60
36,9,43,43.8903,43
-11,2,34,34.6475,34
-2,0,25,24.9729,24
-1,0,19,18.7297,18
31,7,72,74.0792,74
31,7,79,81.2022,81
36,9,60,60.3491,60
36,9,43,43.8903,43
-1,0,19,18.7297,18
-2,0,25,24.9729,24
-11,2,34,34.6475,34
4,0,379,379.959,379
28,6,209,209.107,209
4,0,160,162.38,162
8,1,12,12.2928,12
-4,0,353,354.509,354
-29,7,28,29.9166,29
-23,5,24,24.5549,24
4,0,160,162.38,162
4,0,379,379.959,379
8,1,12,12.2928,12
28,6,209,209.107,209
-29,7,28,29.9166,29
-23,5,24,24.5549,24
-4,0,353,354.509,354
-1,0,557,556.465,556
-19,4,540,539.922,539
-1,0,21,20.8108,20
-1,0,21,20.8108,20
-1,0,21,20.8108,20
-1,0,557,556.465,556
-1,0,21,20.8108,20
-19,4,540,539.922,539
7,1,1734,1676.49,1676
29,7,45,47.0118,47
-8,1,1647,1587.15,1587
-5,1,130,130.627,130
-16,3,89,90.5965,90
29,7,45,47.0118,47
7,1,1734,1676.49,1676
-5,1,130,130.627,130
-8,1,1647,1587.15,1587
-16,3,89,90.5965,90
6,1,254,254.621,254
5,1,26,26.6344,26
-12,2,421,420.505,420
-4,0,247,247.411,247
5,1,26,26.6344,26
6,1,254,254.621,254
-4,0,247,247.411,247
-12,2,421,420.505,420
5,1,101,102.336,102
1,0,51,52.0269,52
-27,6,164,165.872,165
1,0,51,52.0269,52
5,1,101,102.336,102
-27,6,164,165.872,165
7,1,486,485.798,485
16,3,434,434.158,434
2,0,316,317.023,317
12,2,277,278.153,278
13,3,34,35.0032,35
-6,1,1157,1103.23,1103
-37,9,73,74.0648,74
-19,4,53,54.0856,54
-8,1,38,38.9272,38
-8,1,32,32.7808,32
13,3,34,35.0032,35
2,0,316,317.023,317
7,1,486,485.798,485
12,2,277,278.153,278
16,3,434,434.158,434
-6,1,1157,1103.23,1103
-19,4,53,54.0856,54
-8,1,38,38.9272,38
-8,1,32,32.7808,32
-37,9,73,74.0648,74
34,8,69,69.9501,69
34,8,69,69.9501,69
4,0,577,578.721,578
28,6,85,86.6733,86
37,9,57,57.606,57
4,0,51,52.0269,52
-3,0,565,564.931,564
-29,7,64,65.5316,65
-28,6,57,58.6032,58
-31,7,40,41.3134,41
4,0,577,578.721,578
4,0,51,52.0269,52
28,6,85,86.6733,86
37,9,57,57.606,57
-29,7,64,65.5316,65
-31,7,40,41.3134,41
-3,0,565,564.931,564
-28,6,57,58.6032,58
10,2,469,468.339,468
23,5,48,49.1098,49
-17,4,388,388.38,388
10,2,469,468.339,468
23,5,48,49.1098,49
-17,4,388,388.38,388
18,4,125,126.573,126
-13,3,30,30.8852,30
18,4,125,126.573,126
-13,3,30,30.8852,30
25,6,269,270.135,270
28,6,34,35.5171,35
-33,8,99,103.996,103
-17,4,94,95.7897,95
-16,3,42,43.2392,43
-15,3,12,12.3541,12
25,6,269,270.135,270
28,6,34,35.5171,35
-17,4,94,95.7897,95
-15,3,12,12.3541,12
-16,3,42,43.2392,43
-33,8,99,103.996,103
17,4,1324,1254.54,1254
17,4,53,54.0856,54
2,0,51,52.0269,52
-4,0,1929,1896.16,1896
17,4,53,54.0856,54
17,4,1324,1254.54,1254
2,0,51,52.0269,52
-4,0,1929,1896.16,1896
16,3,325,326.716,326
9,2,52,52.9902,52
-15,3,417,417.696,417
-3,0,96,97.267,97
-19,4,33,33.2834,33
9,2,52,52.9902,52
16,3,325,326.716,326
-3,0,96,97.267,97
-15,3,417,417.696,417
-19,4,33,33.2834,33
14,3,181,181.848,181
28,6,110,110.983,110
28,6,67,69.2583,69
12,2,40,40.7617,40
-7,1,40,40.976,40
-16,3,26,26.7672,26
14,3,181,181.848,181
12,2,40,40.7617,40
28,6,110,110.983,110
28,6,67,69.2583,69
-7,1,40,40.976,40
-16,3,26,26.7672,26
1,0,43,43.7026,43
-20,4,839,801.878,801
-6,1,687,672.978,672
-25,6,44,46.1722,46
1,0,43,43.7026,43
-25,6,44,46.1722,46
-6,1,687,672.978,672
-20,4,839,801.878,801
18,4,443,442.885,442
9,2,452,451.26,451
26,6,96,97.0879,97
16,3,50,51.4753,51
14,3,4,4.11802,4
-29,7,55,56.984,56
-15,3,72,74.1244,74
-6,1,46,47.1224,47
-11,2,38,38.7236,38
9,2,452,451.26,451
14,3,4,4.11802,4
18,4,443,442.885,442
26,6,96,97.0879,97
16,3,50,51.4753,51
-29,7,55,56.984,56
-6,1,46,47.1224,47
-11,2,38,38.7236,38
-15,3,72,74.1244,74
25,6,36,37.2929,37
25,6,36,37.2929,37
13,3,510,509.723,509
31,7,171,172.377,172
28,6,95,95.8019,95
16,3,46,47.3573,47
3,0,43,43.7026,43
5,1,34,34.8296,34
-10,2,562,561.547,561
-33,8,46,48.4364,48
-16,3,28,28.8262,28
5,1,34,34.8296,34
13,3,510,509.723,509
10,2,20,20.3809,20
31,7,171,172.377,172
3,0,43,43.7026,43
11,2,8,8.15235,8
16,3,46,47.3573,47
28,6,95,95.8019,95
-10,2,562,561.547,561
-16,3,28,28.8262,28
-33,8,46,48.4364,48
-8,1,179,180.482,180
-33,8,153,159.555,159
-12,2,48,48.9141,48
-3,0,15,14.5675,14
-3,0,15,14.5675,14
-8,1,179,180.482,180
-12,2,48,48.9141,48
-33,8,153,159.555,159
1,0,1261,1217.54,1217
33,8,120,125.365,125
-7,1,1076,1026.68,1026
1,0,1261,1217.54,1217
33,8,120,125.365,125
-7,1,1076,1026.68,1026
19,4,212,212.599,212
12,2,190,191.461,191
13,3,18,18.5311,18
18,4,5,4.16043,4
-14,3,120,121.26,121
-12,2,24,24.457,24
-26,6,20,21.3102,21
13,3,18,18.5311,18
18,4,5,4.16043,4
19,4,212,212.599,212
12,2,190,191.461,191
-14,3,120,121.26,121
-26,6,20,21.3102,21
-12,2,24,24.457,24
29,7,44,45.5872,45
5,1,50,51.22,51
9,2,24,24.457,24
4,0,15,14.5675,14
-5,1,30,30.732,30
5,1,50,51.22,51
9,2,24,24.457,24
29,7,44,45.5872,45
4,0,15,14.5675,14
-5,1,30,30.732,30
36,9,52,53.4912,53
36,9,52,53.4912,53
19,4,77,79.0482,79
33,8,36,38.4642,38
20,4,5,4.16043,4
-4,0,47,47.8648,47
19,4,77,79.0482,79
20,4,5,4.16043,4
33,8,36,38.4642,38
-4,0,47,47.8648,47
28,6,206,206.86,206
13,3,127,127.285,127
2,0,9,8.32431,8
-36,9,144,145.386,145
-11,2,74,75.4092,75
-16,3,42,43.2392,43
-1,0,37,37.4594,37
-1,0,31,31.2162,31
13,3,127,127.285,127
2,0,9,8.32431,8
28,6,206,206.86,206
-1,0,37,37.4594,37
-1,0,31,31.2162,31
-11,2,74,75.4092,75
-36,9,144,145.386,145
-16,3,42,43.2392,43
25,6,135,136.54,136
23,5,60,61.3872,61
16,3,34,35.0032,35
19,4,13,12.4813,12
-3,0,77,79.0809,79
-3,0,29,29.1351,29
25,6,135,136.54,136
19,4,13,12.4813,12
23,5,60,61.3872,61
16,3,34,35.0032,35
-3,0,29,29.1351,29
-3,0,77,79.0809,79
9,2,153,154.223,154
-3,0,112,112.894,112
9,2,153,154.223,154
-3,0,112,112.894,112
-21,5,497,496.65,496
-1,0,473,472.606,472
-17,4,148,149.428,149
-1,0,473,472.606,472
-17,4,148,149.428,149
-21,5,497,496.65,496
7,1,24,24.5856,24
-14,3,423,423.176,423
-6,1,380,380.341,380
-3,0,59,60.3512,60
-2,0,53,54.108,54
-24,5,30,30.6936,30
7,1,24,24.5856,24
-2,0,53,54.108,54
-6,1,380,380.341,380
-14,3,423,423.176,423
-3,0,59,60.3512,60
-24,5,30,30.6936,30
4,0,460,459.116,459
25,6,55,56.8273,56
-9,2,730,710.45,710
-5,1,239,240.343,240
-35,8,46,46.6334,46
-18,4,27,27.0428,27
25,6,55,56.8273,56
4,0,460,459.116,459
-5,1,239,240.343,240
-9,2,730,710.45,710
-18,4,27,27.0428,27
-35,8,46,46.6334,46
27,6,247,248.085,248
-28,6,372,373.809,373
-10,2,85,87.6377,87
-6,1,20,20.488,20
27,6,247,248.085,248
-6,1,20,20.488,20
-10,2,85,87.6377,87
-28,6,372,373.809,373
11,2,240,241.169,241
36,9,106,106.982,106
-4,0,386,386.084,386
-10,2,30,30.5713,30
11,2,240,241.169,241
36,9,106,106.982,106
-10,2,30,30.5713,30
-4,0,386,386.084,386
9,2,226,226.751,226
28,6,74,74.5859,74
28,6,43,44.3963,44
20,4,9,8.32086,8
-11,2,1146,1087.55,1087
-15,3,540,540.168,540
-19,4,318,318.862,318
-14,3,14,14.4131,14
9,2,226,226.751,226
20,4,9,8.32086,8
28,6,74,74.5859,74
28,6,43,44.3963,44
-14,3,14,14.4131,14
-11,2,1146,1087.55,1087
-15,3,540,540.168,540
-19,4,318,318.862,318
28,6,1276,1249.95,1249
-6,1,918,880.11,880
-28,6,103,104.72,104
28,6,1276,1249.95,1249
-6,1,918,880.11,880
-28,6,103,104.72,104
5,1,40,40.976,40
5,1,38,38.9272,38
15,3,24,24.7081,24
2,0,9,8.32431,8
2,0,1,2.08108,2
5,1,40,40.976,40
5,1,38,38.9272,38
2,0,9,8.32431,8
2,0,1,2.08108,2
15,3,24,24.7081,24
25,6,159,160.077,160
1,0,59,60.3512,60
25,6,41,42.6205,42
1,0,47,47.8648,47
10,2,30,30.5713,30
25,6,18,19.5344,19
-20,4,491,490.016,490
-16,3,316,317.069,317
-16,3,307,308.505,308
-4,0,69,70.7566,70
-4,0,67,68.6755,68
-28,6,27,28.4137,28
1,0,47,47.8648,47
1,0,59,60.3512,60
25,6,41,42.6205,42
25,6,159,160.077,160
25,6,18,19.5344,19
10,2,30,30.5713,30
-13,3,32,32.9442,32
-22,5,10,10.2312,10
-4,0,67,68.6755,68
-4,0,69,70.7566,70
-16,3,307,308.505,308
-16,3,316,317.069,317
-20,4,491,490.016,490
-28,6,27,28.4137,28
2,0,297,298.846,298
4,0,59,60.3512,60
-6,1,338,338.215,338
-19,4,31,31.2032,31
-28,6,23,24.862,24
2,0,297,298.846,298
4,0,59,60.3512,60
-6,1,338,338.215,338
-19,4,31,31.2032,31
-28,6,23,24.862,24
11,2,516,514.643,514
27,6,407,407.485,407
2,0,221,222.117,222
16,3,46,47.3573,47
-18,4,668,652.812,652
-6,1,101,102.336,102
2,0,221,222.117,222
11,2,516,514.643,514
27,6,407,407.485,407
16,3,46,47.3573,47
-6,1,101,102.336,102
-18,4,668,652.812,652
-19,4,302,303.109,303
-37,9,169,170.075,170
-32,7,154,155.281,155
-7,1,42,43.0248,43
-5,1,14,14.3416,14
-1,0,7,6.24323,6
-1,0,7,6.24323,6
-5,1,14,14.3416,14
-7,1,42,43.0248,43
-19,4,302,303.109,303
-32,7,154,155.281,155
-37,9,169,170.075,170
2,0,685,675.249,675
13,3,511,510.846,510
14,3,76,78.2424,78
25,6,57,58.6032,58
6,1,62,63.5128,63
-5,1,106,107.24,107
-1,0,37,37.4594,37
-12,2,18,18.3428,18
13,3,511,510.846,510
25,6,57,58.6032,58
2,0,685,675.249,675
6,1,62,63.5128,63
14,3,76,78.2424,78
-1,0,37,37.4594,37
-5,1,106,107.24,107
-12,2,18,18.3428,18
28,6,103,104.72,104
22,5,108,108.593,108
16,3,26,26.7672,26
-1,0,256,256.494,256
-15,3,218,218.732,218
-31,7,85,86.9006,86
-21,5,50,51.156,51
22,5,108,108.593,108
16,3,26,26.7672,26
28,6,103,104.72,104
-1,0,256,256.494,256
-21,5,50,51.156,51
-31,7,85,86.9006,86
-15,3,218,218.732,218
34,8,52,53.4912,53
28,6,55,56.8273,56
3,0,61,62.4323,62
4,0,45,45.7837,45
13,3,18,18.5311,18
-25,6,30,31.9654,31
-5,1,26,26.6344,26
13,3,18,18.5311,18
34,8,52,53.4912,53
3,0,61,62.4323,62
4,0,45,45.7837,45
28,6,55,56.8273,56
-5,1,26,26.6344,26
-25,6,30,31.9654,31
29,7,242,243.607,243
6,1,220,220.901,220
-17,4,92,93.2371,93
29,7,242,243.607,243
6,1,220,220.901,220
-17,4,92,93.2371,93
19,4,57,58.246,58
24,5,50,51.156,51
-31,7,195,196.595,196
-28,6,148,149.562,149
-25,6,74,74.5859,74
19,4,57,58.246,58
24,5,50,51.156,51
-25,6,74,74.5859,74
-31,7,195,196.595,196
-28,6,148,149.562,149
6,1,1195,1139.45,1139
11,2,895,856.729,856
19,4,119,119.779,119
6,1,1195,1139.45,1139
11,2,895,856.729,856
19,4,119,119.779,119
22,5,410,410.275,410
-31,7,200,200.869,200
-29,7,72,74.0792,74
-17,4,86,87.369,87
-1,0,55,56.1891,56
-8,1,44,45.0736,45
-8,1,26,26.6344,26
22,5,410,410.275,410
-1,0,55,56.1891,56
-17,4,86,87.369,87
-29,7,72,74.0792,74
-31,7,200,200.869,200
-8,1,26,26.6344,26
-8,1,44,45.0736,45
8,1,628,622.375,622
18,4,77,79.0482,79
-9,2,641,633.599,633
-2,0,27,27.054,27
18,4,77,79.0482,79
8,1,628,622.375,622
-9,2,641,633.599,633
-2,0,27,27.054,27
1,0,743,727.475,727
8,1,373,373.124,373
6,1,266,266.841,266
9,2,128,128.686,128
4,0,107,108.186,108
5,1,20,20.488,20
-29,7,35,37.0396,37
1,0,743,727.475,727
5,1,20,20.488,20
9,2,128,128.686,128
6,1,266,266.841,266
4,0,107,108.186,108
8,1,373,373.124,373
-29,7,35,37.0396,37
28,6,36,37.2929,37
-18,4,94,95.7897,95
